game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
561,q_learning,random,J0,30,7,7,30,11,7,4
562,q_learning,random,J0,30,0,0,30,1,1,0
563,q_learning,random,J0,30,27,27,30,26,15,11
564,q_learning,random,J0,30,7,7,30,6,6,0
565,q_learning,random,J0,30,12,12,30,18,13,5
566,q_learning,random,J0,30,24,24,30,20,14,6
567,q_learning,random,J0,30,29,29,30,20,13,7
568,q_learning,random,J1,7,30,30,7,3,2,1
569,q_learning,random,J0,30,8,8,30,17,15,2
570,q_learning,random,J1,0,30,30,0,0,0,0
571,q_learning,random,J0,30,16,16,30,20,19,1
572,q_learning,random,J1,11,30,30,11,5,5,0
573,q_learning,random,J0,30,2,2,30,3,2,1
574,q_learning,random,J0,30,21,21,30,22,14,8
575,q_learning,random,J0,30,14,14,30,14,10,4
576,q_learning,random,J0,30,25,25,30,19,14,5
577,q_learning,random,J0,30,8,8,30,15,12,3
578,q_learning,random,J0,30,16,16,30,15,13,2
579,q_learning,random,J0,30,2,2,30,9,8,1
580,q_learning,random,J0,30,16,16,30,18,16,2
581,q_learning,random,J1,24,30,30,24,25,16,9
582,q_learning,random,J0,30,10,10,30,11,8,3
583,q_learning,random,J0,30,14,14,30,12,10,2
584,q_learning,random,J0,30,8,8,30,17,15,2
585,q_learning,random,J0,30,18,18,30,15,11,4
586,q_learning,random,J0,30,26,26,30,20,12,8
587,q_learning,random,J0,30,24,24,30,15,11,4
588,q_learning,random,J0,30,16,16,30,18,14,4
589,q_learning,random,J1,8,30,30,8,14,6,8
590,q_learning,random,J0,30,3,3,30,4,2,2
591,q_learning,random,J1,23,30,30,23,21,12,9
592,q_learning,random,J1,7,30,30,7,13,7,6
593,q_learning,random,J1,1,30,30,1,3,1,2
594,q_learning,random,J0,30,12,12,30,13,12,1
595,q_learning,random,J1,1,30,30,1,3,1,2
596,q_learning,random,J1,19,30,30,19,18,12,6
597,q_learning,random,J0,30,23,23,30,21,13,8
598,q_learning,random,J0,30,9,9,30,5,3,2
599,q_learning,random,J1,26,30,30,26,18,13,5
600,q_learning,random,J0,30,13,13,30,9,5,4
601,q_learning,random,J0,30,13,13,30,13,11,2
602,q_learning,random,J0,30,4,4,30,4,2,2
603,q_learning,random,J1,6,30,30,6,8,6,2
604,q_learning,random,J0,30,20,20,30,21,15,6
605,q_learning,random,J0,30,21,21,30,21,14,7
606,q_learning,random,J0,30,1,1,30,3,2,1
607,q_learning,random,J0,30,24,24,30,20,16,4
608,q_learning,random,J0,30,18,18,30,15,9,6
609,q_learning,random,J0,30,14,14,30,17,11,6
610,q_learning,random,J0,30,4,4,30,3,2,1
611,q_learning,random,J0,30,8,8,30,15,13,2
612,q_learning,random,J1,0,30,30,0,0,0,0
613,q_learning,random,J0,30,12,12,30,17,12,5
614,q_learning,random,J0,30,0,0,30,1,1,0
615,q_learning,random,J0,30,26,26,30,26,16,10
616,q_learning,random,J0,30,17,17,30,19,14,5
617,q_learning,random,J1,0,30,30,0,0,0,0
618,q_learning,random,J0,30,6,6,30,8,4,4
619,q_learning,random,J0,30,22,22,30,20,12,8
620,q_learning,random,J0,30,14,14,30,22,15,7
621,q_learning,random,J0,30,15,15,30,19,12,7
622,q_learning,random,J0,30,19,19,30,21,14,7
623,q_learning,random,J0,30,18,18,30,22,15,7
624,q_learning,random,J0,30,21,21,30,24,16,8
625,q_learning,random,J0,30,11,11,30,13,9,4
626,q_learning,random,J1,11,30,30,11,11,8,3
627,q_learning,random,J0,30,15,15,30,20,18,2
628,q_learning,random,J0,30,27,27,30,26,18,8
629,q_learning,random,J0,30,17,17,30,17,10,7
630,q_learning,random,J0,30,18,18,30,18,15,3
631,q_learning,random,J0,30,26,26,30,19,12,7
632,q_learning,random,J1,22,30,30,22,23,15,8
633,q_learning,random,J1,7,30,30,7,4,4,0
634,q_learning,random,J1,11,30,30,11,15,9,6
635,q_learning,random,J1,0,30,30,0,0,0,0
636,q_learning,random,J0,30,15,15,30,17,11,6
637,q_learning,random,J0,30,12,12,30,25,19,6
638,q_learning,random,J0,30,16,16,30,20,14,6
639,q_learning,random,J0,30,17,17,30,16,9,7
640,q_learning,random,J0,30,17,17,30,15,9,6
641,q_learning,random,J0,30,22,22,30,21,16,5
642,q_learning,random,J0,30,23,23,30,21,10,11
643,q_learning,random,J0,30,21,21,30,20,14,6
644,q_learning,random,J1,29,30,30,29,25,18,7
645,q_learning,random,J0,30,20,20,30,25,17,8
646,q_learning,random,J0,30,17,17,30,20,11,9
647,q_learning,random,J0,30,14,14,30,17,14,3
648,q_learning,random,J0,30,1,1,30,1,1,0
649,q_learning,random,J0,30,21,21,30,18,15,3
650,q_learning,random,J1,28,30,30,28,28,13,15
651,q_learning,random,J1,6,30,30,6,9,3,6
652,q_learning,random,J1,2,30,30,2,2,1,1
653,q_learning,random,J0,30,11,11,30,11,8,3
654,q_learning,random,J1,9,30,30,9,5,4,1
655,q_learning,random,J0,30,14,14,30,16,12,4
656,q_learning,random,J0,30,12,12,30,17,10,7
657,q_learning,random,J0,30,17,17,30,13,9,4
658,q_learning,random,J1,20,30,30,20,17,12,5
659,q_learning,random,J0,30,0,0,30,0,0,0
660,q_learning,random,J0,30,16,16,30,15,14,1
661,q_learning,random,J0,30,12,12,30,20,13,7
662,q_learning,random,J0,30,29,29,30,17,11,6
663,q_learning,random,J0,30,16,16,30,16,9,7
664,q_learning,random,J0,30,12,12,30,12,9,3
665,q_learning,random,J0,30,0,0,30,0,0,0
666,q_learning,random,J0,30,1,1,30,2,2,0
667,q_learning,random,J0,30,16,16,30,19,13,6
668,q_learning,random,J0,30,16,16,30,24,16,8
669,q_learning,random,J0,30,10,10,30,15,9,6
670,q_learning,random,J0,30,23,23,30,20,8,12
671,q_learning,random,J0,30,3,3,30,3,2,1
672,q_learning,random,J0,30,0,0,30,1,1,0
673,q_learning,random,J0,30,26,26,30,23,13,10
674,q_learning,random,J1,27,30,30,27,20,12,8
675,q_learning,random,J0,30,10,10,30,16,16,0
676,q_learning,random,J0,30,14,14,30,17,12,5
677,q_learning,random,J0,30,14,14,30,18,12,6
678,q_learning,random,J0,30,25,25,30,24,17,7
679,q_learning,random,J0,30,18,18,30,23,15,8
680,q_learning,random,J0,30,21,21,30,23,16,7
681,q_learning,random,J1,0,30,30,0,0,0,0
682,q_learning,random,J0,30,24,24,30,14,10,4
683,q_learning,random,J0,30,25,25,30,21,13,8
684,q_learning,random,J1,22,30,30,22,21,11,10
685,q_learning,random,J0,30,17,17,30,18,11,7
686,q_learning,random,J0,30,19,19,30,24,17,7
687,q_learning,random,J0,30,28,28,30,21,14,7
688,q_learning,random,J0,30,10,10,30,9,5,4
689,q_learning,random,J0,30,26,26,30,25,14,11
690,q_learning,random,J0,30,27,27,30,22,15,7
691,q_learning,random,J0,30,14,14,30,14,9,5
692,q_learning,random,J0,30,0,0,30,0,0,0
693,q_learning,random,J0,30,14,14,30,19,13,6
694,q_learning,random,J0,30,16,16,30,18,10,8
695,q_learning,random,J0,30,27,27,30,19,10,9
696,q_learning,random,J0,30,21,21,30,22,13,9
697,q_learning,random,J1,12,30,30,12,12,5,7
698,q_learning,random,J0,30,15,15,30,17,12,5
699,q_learning,random,J0,30,18,18,30,18,16,2
700,q_learning,random,J1,17,30,30,17,18,11,7
701,q_learning,random,J0,30,7,7,30,7,3,4
702,q_learning,random,J0,30,18,18,30,20,14,6
703,q_learning,random,J0,30,20,20,30,12,7,5
704,q_learning,random,J0,30,11,11,30,10,7,3
705,q_learning,random,J0,30,12,12,30,18,16,2
706,q_learning,random,J0,30,16,16,30,21,17,4
707,q_learning,random,J0,30,5,5,30,5,2,3
708,q_learning,random,J0,30,17,17,30,22,15,7
709,q_learning,random,J0,30,27,27,30,25,13,12
710,q_learning,random,J0,30,21,21,30,19,15,4
711,q_learning,random,J1,18,30,30,18,14,12,2
712,q_learning,random,J1,15,30,30,15,15,7,8
713,q_learning,random,J1,2,30,30,2,3,2,1
714,q_learning,random,J0,30,13,13,30,12,9,3
715,q_learning,random,J0,30,15,15,30,17,12,5
716,q_learning,random,J1,0,30,30,0,1,0,1
717,q_learning,random,J0,30,27,27,30,19,13,6
718,q_learning,random,J0,30,18,18,30,18,13,5
719,q_learning,random,J0,30,25,25,30,20,14,6
720,q_learning,random,J1,1,30,30,1,1,1,0
721,q_learning,random,J0,30,8,8,30,7,4,3
722,q_learning,random,J0,30,2,2,30,2,1,1
723,q_learning,random,J0,30,21,21,30,20,16,4
724,q_learning,random,J0,30,19,19,30,15,10,5
725,q_learning,random,J0,30,15,15,30,16,11,5
726,q_learning,random,J0,30,16,16,30,19,15,4
727,q_learning,random,J0,30,9,9,30,8,6,2
728,q_learning,random,J0,30,22,22,30,19,12,7
729,q_learning,random,J0,30,11,11,30,14,11,3
730,q_learning,random,J0,30,19,19,30,20,15,5
731,q_learning,random,J0,30,26,26,30,23,13,10
732,q_learning,random,J0,30,14,14,30,22,17,5
733,q_learning,random,J1,16,30,30,16,12,6,6
734,q_learning,random,J0,30,14,14,30,12,6,6
735,q_learning,random,J0,30,22,22,30,20,12,8
736,q_learning,random,J0,30,19,19,30,18,11,7
737,q_learning,random,J0,30,23,23,30,19,12,7
738,q_learning,random,J0,30,16,16,30,16,10,6
739,q_learning,random,J1,16,30,30,16,19,8,11
740,q_learning,random,J1,21,30,30,21,19,11,8
741,q_learning,random,J0,30,1,1,30,1,1,0
742,q_learning,random,J0,30,28,28,30,27,16,11
743,q_learning,random,J0,30,11,11,30,15,13,2
744,q_learning,random,J0,30,12,12,30,17,15,2
745,q_learning,random,J0,30,19,19,30,19,11,8
746,q_learning,random,J0,30,20,20,30,17,11,6
747,q_learning,random,J1,13,30,30,13,11,7,4
748,q_learning,random,J1,12,30,30,12,11,8,3
749,q_learning,random,J0,30,26,26,30,19,13,6
750,q_learning,random,J1,7,30,30,7,6,5,1
751,q_learning,random,J0,30,14,14,30,16,13,3
752,q_learning,random,J0,30,28,28,30,25,13,12
753,q_learning,random,J0,30,25,25,30,22,15,7
754,q_learning,random,J0,30,25,25,30,22,15,7
755,q_learning,random,J0,30,10,10,30,15,11,4
756,q_learning,random,J0,30,19,19,30,19,13,6
757,q_learning,random,J0,30,24,24,30,30,22,8
758,q_learning,random,J0,30,15,15,30,15,11,4
759,q_learning,random,J0,30,21,21,30,22,15,7
760,q_learning,random,J1,15,30,30,15,12,8,4
761,q_learning,random,J0,30,18,18,30,19,10,9
762,q_learning,random,J0,30,20,20,30,24,14,10
763,q_learning,random,J0,30,10,10,30,15,10,5
764,q_learning,random,J0,30,21,21,30,20,14,6
765,q_learning,random,J0,30,24,24,30,26,19,7
766,q_learning,random,J0,30,12,12,30,20,17,3
767,q_learning,random,J0,30,4,4,30,3,1,2
768,q_learning,random,J0,30,23,23,30,20,15,5
769,q_learning,random,J1,13,30,30,13,6,6,0
770,q_learning,random,J0,30,18,18,30,20,12,8
771,q_learning,random,J0,30,25,25,30,29,21,8
772,q_learning,random,J0,30,5,5,30,14,11,3
773,q_learning,random,J1,24,30,30,24,23,14,9
774,q_learning,random,J0,30,26,26,30,17,7,10
775,q_learning,random,J0,30,26,26,30,19,8,11
776,q_learning,random,J1,5,30,30,5,3,1,2
777,q_learning,random,J1,3,30,30,3,8,1,7
778,q_learning,random,J0,30,10,10,30,15,13,2
779,q_learning,random,J0,30,18,18,30,18,15,3
780,q_learning,random,J0,30,12,12,30,8,4,4
781,q_learning,random,J0,30,13,13,30,16,12,4
782,q_learning,random,J0,30,5,5,30,4,3,1
783,q_learning,random,J1,5,30,30,5,5,4,1
784,q_learning,random,J1,2,30,30,2,4,2,2
785,q_learning,random,J0,30,19,19,30,18,11,7
786,q_learning,random,J0,30,15,15,30,19,14,5
787,q_learning,random,J0,30,21,21,30,20,16,4
788,q_learning,random,J0,30,8,8,30,6,1,5
789,q_learning,random,J1,19,30,30,19,18,8,10
790,q_learning,random,J0,30,21,21,30,21,13,8
791,q_learning,random,J1,22,30,30,22,19,9,10
792,q_learning,random,J0,30,29,29,30,13,10,3
793,q_learning,random,J1,18,30,30,18,12,8,4
794,q_learning,random,J0,30,14,14,30,15,9,6
