game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
967,sb3,random,J0,30,25,25,30,15,12,3
968,sb3,random,J0,30,25,25,30,18,15,3
969,sb3,random,J0,30,29,29,30,20,14,6
970,sb3,random,J1,19,30,30,19,13,8,5
971,sb3,random,J0,30,23,23,30,13,10,3
972,sb3,random,J1,22,30,30,22,17,12,5
973,sb3,random,J1,26,30,30,26,15,13,2
974,sb3,random,J1,28,30,30,28,10,9,1
975,sb3,random,J1,11,30,30,11,11,6,5
976,sb3,random,J1,28,30,30,28,17,13,4
977,sb3,random,J0,30,20,20,30,16,13,3
978,sb3,random,J0,30,13,13,30,13,13,0
979,sb3,random,J1,15,30,30,15,8,6,2
980,sb3,random,J0,30,15,15,30,13,11,2
981,sb3,random,J0,30,14,14,30,12,11,1
982,sb3,random,J0,30,9,9,30,9,9,0
983,sb3,random,J1,25,30,30,25,17,9,8
984,sb3,random,J0,30,24,24,30,13,11,2
985,sb3,random,J1,24,30,30,24,19,13,6
986,sb3,random,J1,21,30,30,21,19,16,3
987,sb3,random,J1,20,30,30,20,15,11,4
988,sb3,random,J0,30,29,29,30,14,12,2
989,sb3,random,J1,18,30,30,18,15,8,7
990,sb3,random,J1,24,30,30,24,18,11,7
991,sb3,random,J0,30,29,29,30,16,12,4
992,sb3,random,J0,30,19,19,30,12,9,3
993,sb3,random,J1,26,30,30,26,15,11,4
994,sb3,random,J0,30,23,23,30,14,10,4
995,sb3,random,J1,26,30,30,26,15,9,6
996,sb3,random,J0,30,25,25,30,15,11,4
997,sb3,random,J0,30,25,25,30,11,9,2
998,sb3,random,J1,22,30,30,22,13,9,4
999,sb3,random,J0,30,14,14,30,12,10,2
1000,sb3,random,J0,30,12,12,30,10,9,1
