q_table,episode,winrate,wins,losses,ties
q_table_247_ep33333.pkl,33333,0.374000,374,626,0
q_table_247_ep66666.pkl,66666,0.274000,274,726,0
q_table_247_ep100000.pkl,100000,0.252000,252,748,0
q_table_247_ep133333.pkl,133333,0.271000,271,729,0
q_table_247_ep166666.pkl,166666,0.253000,253,747,0
q_table_247.pkl,,0.208000,208,792,0
