game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
482,rational,sb3,J0,30,27,27,30,21,13,8
483,rational,sb3,J0,30,27,27,30,21,10,11
484,rational,sb3,J1,16,30,30,16,18,7,11
485,rational,sb3,J0,30,22,22,30,18,11,7
486,rational,sb3,J1,23,30,30,23,20,10,10
487,rational,sb3,J0,30,22,22,30,18,11,7
488,rational,sb3,J0,30,26,26,30,20,11,9
489,rational,sb3,J1,19,30,30,19,19,7,12
490,rational,sb3,J1,29,30,30,29,24,13,11
491,rational,sb3,J0,30,18,18,30,16,9,7
492,rational,sb3,J0,30,9,9,30,11,8,3
493,rational,sb3,J1,26,30,30,26,21,9,12
494,rational,sb3,J0,30,20,20,30,18,10,8
495,rational,sb3,J0,30,25,25,30,19,11,8
496,rational,sb3,J0,30,19,19,30,16,9,7
497,rational,sb3,J0,30,25,25,30,20,10,10
498,rational,sb3,J1,23,30,30,23,18,8,10
499,rational,sb3,J1,27,30,30,27,21,13,8
500,rational,sb3,J1,18,30,30,18,19,8,11
501,rational,sb3,J1,29,30,30,29,21,11,10
502,rational,sb3,J1,25,30,30,25,19,12,7
503,rational,sb3,J0,30,29,29,30,23,11,12
504,rational,sb3,J0,30,26,26,30,19,11,8
505,rational,sb3,J1,26,30,30,26,21,11,10
506,rational,sb3,J0,30,26,26,30,19,11,8
507,rational,sb3,J0,30,11,11,30,13,10,3
508,rational,sb3,J0,30,15,15,30,14,8,6
509,rational,sb3,J1,23,30,30,23,20,8,12
510,rational,sb3,J1,26,30,30,26,20,11,9
511,rational,sb3,J0,30,25,25,30,20,10,10
512,rational,sb3,J0,30,21,21,30,18,12,6
513,rational,sb3,J1,25,30,30,25,22,12,10
514,rational,sb3,J1,24,30,30,24,20,11,9
515,rational,sb3,J1,17,30,30,17,20,8,12
516,rational,sb3,J0,30,22,22,30,18,9,9
517,rational,sb3,J0,30,26,26,30,20,13,7
518,rational,sb3,J1,21,30,30,21,21,10,11
519,rational,sb3,J1,22,30,30,22,18,9,9
520,rational,sb3,J0,30,28,28,30,22,14,8
521,rational,sb3,J0,30,25,25,30,20,10,10
522,rational,sb3,J0,30,12,12,30,8,5,3
523,rational,sb3,J0,30,29,29,30,21,11,10
524,rational,sb3,J1,21,30,30,21,18,6,12
525,rational,sb3,J0,30,23,23,30,21,10,11
526,rational,sb3,J0,30,21,21,30,20,13,7
527,rational,sb3,J1,28,30,30,28,21,12,9
528,rational,sb3,J1,25,30,30,25,21,10,11
529,rational,sb3,J0,30,28,28,30,22,10,12
530,rational,sb3,J1,22,30,30,22,21,10,11
531,rational,sb3,J0,30,26,26,30,19,11,8
532,rational,sb3,J0,30,21,21,30,17,10,7
533,rational,sb3,J0,30,28,28,30,21,12,9
534,rational,sb3,J1,29,30,30,29,22,10,12
535,rational,sb3,J1,29,30,30,29,22,10,12
536,rational,sb3,J1,23,30,30,23,20,12,8
537,rational,sb3,J1,22,30,30,22,20,10,10
538,rational,sb3,J0,30,19,19,30,17,9,8
539,rational,sb3,J0,30,24,24,30,19,10,9
540,rational,sb3,J1,29,30,30,29,22,11,11
541,rational,sb3,J0,30,22,22,30,19,14,5
542,rational,sb3,J1,29,30,30,29,19,9,10
543,rational,sb3,J0,30,19,19,30,18,10,8
544,rational,sb3,J0,30,28,28,30,19,12,7
545,rational,sb3,J1,21,30,30,21,20,12,8
546,rational,sb3,J0,30,23,23,30,18,12,6
547,rational,sb3,J0,30,12,12,30,13,9,4
548,rational,sb3,J1,20,30,30,20,18,6,12
549,rational,sb3,J0,30,20,20,30,19,12,7
550,rational,sb3,J0,30,25,25,30,20,11,9
551,rational,sb3,J1,28,30,30,28,21,14,7
552,rational,sb3,J1,27,30,30,27,22,12,10
553,rational,sb3,J1,24,30,30,24,21,10,11
554,rational,sb3,J1,20,30,30,20,18,8,10
555,rational,sb3,J1,22,30,30,22,19,9,10
556,rational,sb3,J1,23,30,30,23,20,9,11
557,rational,sb3,J0,30,28,28,30,21,12,9
558,rational,sb3,J0,30,21,21,30,18,11,7
559,rational,sb3,J1,21,30,30,21,19,11,8
560,rational,sb3,J0,30,29,29,30,22,13,9
561,rational,sb3,J0,30,28,28,30,22,12,10
562,rational,sb3,J1,21,30,30,21,20,10,10
563,rational,sb3,J0,30,26,26,30,19,10,9
564,rational,sb3,J0,30,16,16,30,14,9,5
565,rational,sb3,J0,30,22,22,30,19,14,5
566,rational,sb3,J1,27,30,30,27,20,11,9
567,rational,sb3,J0,30,21,21,30,17,10,7
568,rational,sb3,J0,30,17,17,30,14,10,4
569,rational,sb3,J0,30,27,27,30,21,13,8
570,rational,sb3,J0,30,26,26,30,21,16,5
571,rational,sb3,J0,30,13,13,30,13,9,4
572,rational,sb3,J0,30,28,28,30,22,13,9
573,rational,sb3,J1,20,30,30,20,20,8,12
574,rational,sb3,J0,30,21,21,30,18,9,9
575,rational,sb3,J1,21,30,30,21,20,11,9
576,rational,sb3,J0,30,20,20,30,19,12,7
577,rational,sb3,J0,30,26,26,30,19,11,8
578,rational,sb3,J0,30,15,15,30,16,9,7
579,rational,sb3,J0,30,17,17,30,18,11,7
580,rational,sb3,J1,21,30,30,21,20,9,11
581,rational,sb3,J1,26,30,30,26,21,11,10
582,rational,sb3,J1,26,30,30,26,20,8,12
583,rational,sb3,J1,29,30,30,29,21,11,10
584,rational,sb3,J0,30,29,29,30,18,6,12
585,rational,sb3,J0,30,28,28,30,23,10,13
586,rational,sb3,J1,20,30,30,20,19,10,9
587,rational,sb3,J0,30,25,25,30,20,11,9
588,rational,sb3,J1,16,30,30,16,15,3,12
589,rational,sb3,J1,23,30,30,23,19,8,11
590,rational,sb3,J1,20,30,30,20,21,8,13
591,rational,sb3,J1,28,30,30,28,22,12,10
592,rational,sb3,J0,30,22,22,30,18,10,8
593,rational,sb3,J0,30,29,29,30,21,7,14
594,rational,sb3,J0,30,15,15,30,15,10,5
595,rational,sb3,J1,14,30,30,14,19,9,10
596,rational,sb3,J1,29,30,30,29,23,13,10
597,rational,sb3,J1,25,30,30,25,19,10,9
598,rational,sb3,J1,10,30,30,10,15,5,10
599,rational,sb3,J1,23,30,30,23,20,11,9
600,rational,sb3,J1,24,30,30,24,20,11,9
601,rational,sb3,J0,30,20,20,30,17,12,5
602,rational,sb3,J1,26,30,30,26,18,9,9
603,rational,sb3,J1,26,30,30,26,21,12,9
604,rational,sb3,J0,30,28,28,30,20,9,11
605,rational,sb3,J1,17,30,30,17,17,8,9
606,rational,sb3,J1,15,30,30,15,17,4,13
607,rational,sb3,J0,30,27,27,30,21,10,11
608,rational,sb3,J0,30,29,29,30,22,12,10
609,rational,sb3,J1,19,30,30,19,17,7,10
610,rational,sb3,J0,30,28,28,30,20,10,10
611,rational,sb3,J1,19,30,30,19,18,6,12
612,rational,sb3,J1,22,30,30,22,19,9,10
613,rational,sb3,J0,30,28,28,30,20,10,10
614,rational,sb3,J0,30,17,17,30,16,9,7
615,rational,sb3,J0,30,22,22,30,18,11,7
616,rational,sb3,J1,27,30,30,27,22,10,12
617,rational,sb3,J0,30,21,21,30,17,9,8
618,rational,sb3,J1,29,30,30,29,21,10,11
619,rational,sb3,J1,24,30,30,24,20,9,11
620,rational,sb3,J0,30,22,22,30,18,10,8
621,rational,sb3,J1,22,30,30,22,18,7,11
622,rational,sb3,J0,30,26,26,30,21,13,8
623,rational,sb3,J1,26,30,30,26,20,8,12
624,rational,sb3,J1,26,30,30,26,19,9,10
625,rational,sb3,J1,22,30,30,22,21,7,14
626,rational,sb3,J0,30,13,13,30,14,11,3
627,rational,sb3,J0,30,25,25,30,21,13,8
