game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
68,rational,random,J0,30,9,9,30,20,16,4
69,rational,random,J0,30,15,15,30,23,17,6
70,rational,random,J0,30,10,10,30,15,12,3
71,rational,random,J0,30,2,2,30,8,7,1
72,rational,random,J0,30,2,2,30,4,3,1
73,rational,random,J0,30,16,16,30,25,21,4
74,rational,random,J0,30,5,5,30,11,11,0
75,rational,random,J0,30,23,23,30,14,11,3
76,rational,random,J0,30,15,15,30,19,13,6
77,rational,random,J0,30,10,10,30,23,18,5
78,rational,random,J0,30,7,7,30,14,12,2
79,rational,random,J0,30,2,2,30,8,7,1
80,rational,random,J0,30,2,2,30,9,8,1
81,rational,random,J0,30,16,16,30,21,14,7
82,rational,random,J0,30,9,9,30,12,9,3
83,rational,random,J0,30,12,12,30,25,19,6
84,rational,random,J0,30,6,6,30,15,12,3
85,rational,random,J0,30,8,8,30,17,13,4
86,rational,random,J0,30,6,6,30,7,4,3
87,rational,random,J0,30,7,7,30,17,15,2
88,rational,random,J0,30,3,3,30,7,5,2
89,rational,random,J0,30,9,9,30,14,10,4
90,rational,random,J0,30,3,3,30,4,4,0
91,rational,random,J1,7,30,30,7,4,3,1
92,rational,random,J0,30,7,7,30,9,7,2
93,rational,random,J0,30,2,2,30,2,1,1
94,rational,random,J0,30,9,9,30,15,11,4
95,rational,random,J0,30,8,8,30,14,11,3
96,rational,random,J0,30,6,6,30,14,12,2
97,rational,random,J0,30,5,5,30,16,12,4
98,rational,random,J0,30,1,1,30,7,7,0
99,rational,random,J1,0,30,30,0,0,0,0
100,rational,random,J0,30,6,6,30,10,9,1
101,rational,random,J0,30,1,1,30,3,3,0
102,rational,random,J0,30,25,25,30,24,16,8
103,rational,random,J0,30,0,0,30,1,1,0
104,rational,random,J0,30,7,7,30,8,6,2
105,rational,random,J0,30,1,1,30,2,2,0
106,rational,random,J0,30,3,3,30,6,5,1
107,rational,random,J0,30,12,12,30,18,16,2
108,rational,random,J0,30,12,12,30,13,9,4
109,rational,random,J0,30,8,8,30,17,16,1
110,rational,random,J0,30,2,2,30,7,7,0
111,rational,random,J0,30,4,4,30,8,7,1
112,rational,random,J0,30,11,11,30,18,14,4
113,rational,random,J0,30,0,0,30,0,0,0
114,rational,random,J0,30,3,3,30,10,8,2
115,rational,random,J0,30,16,16,30,23,15,8
116,rational,random,J1,1,30,30,1,1,1,0
117,rational,random,J0,30,7,7,30,12,10,2
118,rational,random,J0,30,10,10,30,15,11,4
119,rational,random,J0,30,8,8,30,19,16,3
120,rational,random,J0,30,14,14,30,22,16,6
121,rational,random,J0,30,1,1,30,2,1,1
122,rational,random,J0,30,3,3,30,5,4,1
123,rational,random,J0,30,21,21,30,20,16,4
124,rational,random,J0,30,0,0,30,2,2,0
125,rational,random,J0,30,20,20,30,18,9,9
126,rational,random,J0,30,19,19,30,26,17,9
127,rational,random,J0,30,8,8,30,15,11,4
128,rational,random,J0,30,0,0,30,0,0,0
129,rational,random,J0,30,2,2,30,3,1,2
130,rational,random,J0,30,5,5,30,7,7,0
131,rational,random,J0,30,12,12,30,20,17,3
132,rational,random,J0,30,1,1,30,6,6,0
133,rational,random,J0,30,5,5,30,15,12,3
134,rational,random,J0,30,4,4,30,14,14,0
135,rational,random,J0,30,11,11,30,22,15,7
136,rational,random,J0,30,0,0,30,0,0,0
137,rational,random,J1,26,30,30,26,15,13,2
138,rational,random,J0,30,7,7,30,10,7,3
139,rational,random,J0,30,10,10,30,19,13,6
140,rational,random,J0,30,8,8,30,17,15,2
141,rational,random,J0,30,3,3,30,5,4,1
142,rational,random,J0,30,2,2,30,7,6,1
143,rational,random,J0,30,3,3,30,5,5,0
144,rational,random,J0,30,2,2,30,4,4,0
145,rational,random,J0,30,0,0,30,1,1,0
146,rational,random,J0,30,0,0,30,1,1,0
147,rational,random,J0,30,13,13,30,16,13,3
148,rational,random,J0,30,6,6,30,13,10,3
149,rational,random,J0,30,9,9,30,18,16,2
150,rational,random,J0,30,1,1,30,1,1,0
151,rational,random,J0,30,1,1,30,3,3,0
152,rational,random,J0,30,11,11,30,22,15,7
153,rational,random,J0,30,5,5,30,12,10,2
154,rational,random,J0,30,4,4,30,3,1,2
155,rational,random,J1,15,30,30,15,10,9,1
156,rational,random,J0,30,7,7,30,18,16,2
157,rational,random,J0,30,8,8,30,17,15,2
158,rational,random,J0,30,10,10,30,14,11,3
159,rational,random,J0,30,5,5,30,9,8,1
160,rational,random,J0,30,10,10,30,12,7,5
161,rational,random,J0,30,0,0,30,1,1,0
162,rational,random,J0,30,7,7,30,5,4,1
163,rational,random,J0,30,11,11,30,20,15,5
164,rational,random,J0,30,0,0,30,4,4,0
165,rational,random,J0,30,0,0,30,0,0,0
166,rational,random,J0,30,4,4,30,3,2,1
167,rational,random,J0,30,13,13,30,20,16,4
168,rational,random,J0,30,11,11,30,21,17,4
169,rational,random,J0,30,3,3,30,4,3,1
170,rational,random,J0,30,2,2,30,2,1,1
171,rational,random,J0,30,1,1,30,9,9,0
172,rational,random,J0,30,6,6,30,12,9,3
173,rational,random,J0,30,1,1,30,2,2,0
174,rational,random,J0,30,13,13,30,21,17,4
175,rational,random,J0,30,17,17,30,29,22,7
176,rational,random,J0,30,7,7,30,18,14,4
177,rational,random,J0,30,2,2,30,9,8,1
178,rational,random,J0,30,14,14,30,21,16,5
179,rational,random,J0,30,8,8,30,14,13,1
180,rational,random,J0,30,4,4,30,13,11,2
181,rational,random,J0,30,7,7,30,19,16,3
182,rational,random,J0,30,2,2,30,3,2,1
183,rational,random,J0,30,6,6,30,17,16,1
184,rational,random,J0,30,5,5,30,9,7,2
185,rational,random,J0,30,2,2,30,14,12,2
186,rational,random,J0,30,15,15,30,26,16,10
187,rational,random,J0,30,1,1,30,3,3,0
188,rational,random,J0,30,4,4,30,6,3,3
189,rational,random,J0,30,0,0,30,2,2,0
190,rational,random,J0,30,5,5,30,11,9,2
191,rational,random,J0,30,10,10,30,16,13,3
192,rational,random,J0,30,6,6,30,12,9,3
193,rational,random,J0,30,0,0,30,3,3,0
194,rational,random,J1,6,30,30,6,5,3,2
195,rational,random,J0,30,0,0,30,0,0,0
196,rational,random,J0,30,0,0,30,0,0,0
197,rational,random,J0,30,3,3,30,5,3,2
198,rational,random,J0,30,25,25,30,20,16,4
199,rational,random,J0,30,3,3,30,5,5,0
200,rational,random,J0,30,5,5,30,19,17,2
201,rational,random,J0,30,2,2,30,3,3,0
