game,agent_0,agent_1,q_table_j0,q_table_j1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
58,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,8,8,30,3,2,1
59,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
60,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,1,1,30,2,2,0
61,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,3,30,30,3,3,1,2
62,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
63,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,23,23,30,7,0,7
64,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,3,0,3
65,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,1,0,1
66,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,9,30,30,9,10,2,8
67,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,1,1,30,1,0,1
68,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,3,0,3
69,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,28,30,30,28,13,2,11
70,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,8,8,30,6,0,6
71,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,2,0,2
72,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,8,30,30,8,13,2,11
73,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,17,30,30,17,19,5,14
74,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,11,30,30,11,10,0,10
75,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,6,30,30,6,14,2,12
76,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,12,12,30,5,1,4
77,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,4,4,30,3,1,2
78,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,8,30,30,8,11,2,9
79,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,0,0,0
80,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
81,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,5,5,30,4,1,3
82,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,2,30,30,2,6,1,5
83,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,1,30,30,1,3,0,3
84,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,1,0,1
85,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,11,30,30,11,10,4,6
86,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,13,13,30,7,4,3
87,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,2,2,30,1,0,1
88,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,17,17,30,8,1,7
89,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,7,7,30,2,0,2
90,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,8,8,30,4,1,3
91,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,0,0,0
92,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
93,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,9,30,30,9,12,1,11
94,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,8,30,30,8,11,2,9
95,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,20,30,30,20,12,2,10
96,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,8,30,30,8,4,3,1
97,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,17,30,30,17,7,4,3
98,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,17,17,30,8,1,7
99,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
100,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,3,30,30,3,4,1,3
101,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,12,12,30,7,3,4
102,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,20,20,30,9,2,7
103,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,8,30,30,8,6,2,4
104,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,4,0,4
105,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,20,20,30,9,1,8
106,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,4,4,30,3,0,3
107,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,29,30,30,29,12,2,10
108,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
109,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,2,30,30,2,2,1,1
110,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,15,15,30,10,3,7
111,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,15,15,30,7,2,5
112,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,1,1,30,1,0,1
113,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,1,30,30,1,1,1,0
114,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,7,7,30,4,1,3
115,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,1,30,30,1,1,0,1
116,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,7,30,30,7,6,1,5
117,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,11,30,30,11,10,3,7
118,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
119,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,27,27,30,10,2,8
120,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,8,8,30,5,0,5
121,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,5,30,30,5,4,1,3
122,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,6,6,30,4,0,4
123,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,23,30,30,23,12,3,9
124,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
125,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,21,21,30,8,0,8
126,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,1,0,1
127,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,1,30,30,1,7,1,6
128,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,1,1,0
129,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,15,30,30,15,10,2,8
130,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,1,0,1
131,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,11,30,30,11,12,1,11
132,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,13,30,30,13,9,1,8
133,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,1,30,30,1,5,1,4
134,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,12,12,30,4,0,4
135,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,3,30,30,3,6,0,6
136,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,4,4,30,2,0,2
137,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,27,30,30,27,13,2,11
138,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,3,30,30,3,2,0,2
139,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
140,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
141,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,7,30,30,7,11,0,11
142,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,2,30,30,2,1,1,0
143,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,23,23,30,17,5,12
144,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,0,0,30,0,0,0
145,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,6,30,30,6,9,3,6
146,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,1,0,1
147,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,2,2,30,1,1,0
148,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,17,30,30,17,4,0,4
149,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J0,30,17,17,30,14,5,9
150,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,11,30,30,11,13,3,10
151,random,q_learning,N/A,/home/renzo/Escritorio/fac/IA1/Truco-AI/game/agents/RL-Agents/q_tables/exp2_vs_rational_789987.pkl,J1,0,30,30,0,0,0,0
