q_table,episode,winrate,wins,losses,ties
q_table_247_ep33333.pkl,33333,0.720000,720,280,0
q_table_247_ep66666.pkl,66666,0.720000,720,280,0
q_table_247_ep100000.pkl,100000,0.728000,728,272,0
q_table_247_ep133333.pkl,133333,0.770000,770,230,0
q_table_247_ep166666.pkl,166666,0.782000,782,218,0
q_table_247.pkl,,0.815000,815,185,0
