timesteps,policy_gradient_loss,value_loss,entropy_loss,loss
10711041,-6.487493e-03,7.367737e-01,-1.074922e+00,2.982800e-01
10715137,-6.751679e-03,7.790104e-01,-1.090286e+00,3.273998e-01
10719233,-7.910444e-03,7.440365e-01,-1.092359e+00,2.928668e-01
10723329,-9.079978e-03,7.215551e-01,-1.097773e+00,3.082068e-01
10727425,-8.191917e-03,6.606936e-01,-1.129558e+00,2.807991e-01
10731521,-8.739868e-03,7.060294e-01,-1.108391e+00,2.854736e-01
10735617,-6.565082e-03,6.895573e-01,-1.131237e+00,2.894605e-01
10739713,-8.448996e-03,6.942225e-01,-1.140604e+00,2.763301e-01
10743809,-7.776980e-03,7.072160e-01,-1.117281e+00,2.923915e-01
10747905,-7.306677e-03,6.716996e-01,-1.124352e+00,2.720937e-01
10752001,-7.206129e-03,7.101147e-01,-1.121277e+00,3.005043e-01
10756097,-8.325933e-03,6.905283e-01,-1.136776e+00,2.702072e-01
10760193,-8.702167e-03,6.441516e-01,-1.106627e+00,2.445552e-01
10764289,-8.141703e-03,6.864474e-01,-1.096117e+00,2.589686e-01
10768385,-7.737551e-03,6.769722e-01,-1.115702e+00,2.668427e-01
10772481,-6.702536e-03,6.240125e-01,-1.104701e+00,2.311550e-01
10776577,-9.017620e-03,6.157465e-01,-1.100518e+00,2.249756e-01
10780673,-7.077027e-03,5.616033e-01,-1.125654e+00,2.185565e-01
10784769,-7.619652e-03,6.100043e-01,-1.139369e+00,2.178376e-01
10788865,-7.758259e-03,7.048429e-01,-1.110908e+00,2.662477e-01
10792961,-8.995219e-03,6.233086e-01,-1.084826e+00,2.536421e-01
10797057,-6.792815e-03,6.406328e-01,-1.083942e+00,2.419182e-01
10801153,-7.268537e-03,6.622417e-01,-1.095213e+00,2.616537e-01
10805249,-7.250180e-03,6.842731e-01,-1.111446e+00,2.566079e-01
10809345,-7.273013e-03,6.349494e-01,-1.094392e+00,2.537959e-01
10813441,-7.127439e-03,6.432493e-01,-1.078167e+00,2.557176e-01
10817537,-7.726460e-03,6.110408e-01,-1.122324e+00,2.222291e-01
10821633,-7.947835e-03,7.370256e-01,-1.089227e+00,2.771903e-01
10825729,-6.452919e-03,6.252260e-01,-1.072092e+00,2.303414e-01
10829825,-9.800547e-03,6.677455e-01,-1.089750e+00,2.475820e-01
10833921,-6.182139e-03,6.473744e-01,-1.069048e+00,2.541471e-01
10838017,-5.975083e-03,6.825953e-01,-1.080499e+00,2.745841e-01
10842113,-8.146399e-03,6.486354e-01,-1.076644e+00,2.693272e-01
10846209,-7.301931e-03,6.388313e-01,-1.077119e+00,2.525625e-01
10850305,-7.704775e-03,5.901222e-01,-1.066612e+00,2.158257e-01
10854401,-8.646484e-03,6.439574e-01,-1.086646e+00,2.536881e-01
10858497,-8.082679e-03,6.588878e-01,-1.080609e+00,2.680595e-01
10862593,-6.680310e-03,6.360449e-01,-1.068583e+00,2.632568e-01
10866689,-5.915075e-03,6.362026e-01,-1.094953e+00,2.374562e-01
10870785,-6.789472e-03,6.848602e-01,-1.098829e+00,2.846235e-01
10874881,-7.630324e-03,6.384544e-01,-1.091727e+00,2.410697e-01
10878977,-7.524332e-03,6.663895e-01,-1.069182e+00,2.853764e-01
10883073,-8.050903e-03,6.639279e-01,-1.108640e+00,2.803628e-01
10887169,-8.533877e-03,7.063322e-01,-1.088757e+00,2.736803e-01
10891265,-7.615309e-03,6.929343e-01,-1.105713e+00,2.805291e-01
10895361,-6.014484e-03,6.379481e-01,-1.092957e+00,2.439211e-01
10899457,-7.111398e-03,7.278339e-01,-1.084523e+00,2.702723e-01
10903553,-8.760837e-03,7.559428e-01,-1.104146e+00,3.153978e-01
10907649,-7.181204e-03,7.069642e-01,-1.114371e+00,2.932709e-01
10911745,-7.640491e-03,6.612887e-01,-1.107916e+00,2.685606e-01
10915841,-7.346270e-03,7.020537e-01,-1.105627e+00,2.910861e-01
10919937,-7.399531e-03,6.636443e-01,-1.108941e+00,2.644657e-01
10924033,-7.627389e-03,7.122526e-01,-1.083431e+00,2.800721e-01
10928129,-6.978458e-03,6.421266e-01,-1.108181e+00,2.281063e-01
10932225,-7.680979e-03,7.460105e-01,-1.122824e+00,3.217016e-01
10936321,-7.554919e-03,6.935622e-01,-1.091331e+00,2.397811e-01
10940417,-6.711539e-03,6.629923e-01,-1.081224e+00,2.572646e-01
10944513,-7.421218e-03,7.175101e-01,-1.111346e+00,3.074143e-01
10948609,-7.712790e-03,6.464883e-01,-1.117878e+00,2.553630e-01
10952705,-6.882828e-03,6.753455e-01,-1.073152e+00,2.636940e-01
10956801,-6.734737e-03,7.004907e-01,-1.080320e+00,3.162153e-01
10960897,-7.828625e-03,7.023445e-01,-1.073027e+00,2.906786e-01
10964993,-8.105028e-03,6.993997e-01,-1.062189e+00,2.447581e-01
10969089,-6.063257e-03,6.816053e-01,-1.068973e+00,2.817205e-01
10973185,-5.822247e-03,6.796426e-01,-1.059161e+00,2.751712e-01
10977281,-6.814790e-03,7.387114e-01,-1.081077e+00,3.122542e-01
10981377,-8.951259e-03,6.784497e-01,-1.073659e+00,2.735966e-01
10985473,-6.998155e-03,7.166291e-01,-1.081932e+00,2.870720e-01
10989569,-6.633695e-03,7.022551e-01,-1.082238e+00,2.684833e-01
10993665,-7.316152e-03,7.063705e-01,-1.072850e+00,2.911130e-01
10997761,-6.579234e-03,7.348528e-01,-1.061178e+00,2.936063e-01
11001857,-8.953611e-03,6.795067e-01,-1.082598e+00,2.805085e-01
11005953,-7.672130e-03,7.529755e-01,-1.088972e+00,2.854633e-01
11010049,-9.363556e-03,6.702061e-01,-1.067234e+00,2.487327e-01
11014145,-7.088368e-03,6.532636e-01,-1.101542e+00,2.450810e-01
11018241,-9.034100e-03,6.525631e-01,-1.087860e+00,2.603587e-01
11022337,-9.040993e-03,7.823091e-01,-1.078987e+00,3.432501e-01
11026433,-6.046736e-03,6.982105e-01,-1.079808e+00,2.595446e-01
11030529,-7.586742e-03,6.603227e-01,-1.093375e+00,2.494117e-01
11034625,-6.742700e-03,7.151135e-01,-1.078884e+00,2.629514e-01
11038721,-6.348863e-03,7.116141e-01,-1.090747e+00,2.980327e-01
11042817,-7.428780e-03,7.149107e-01,-1.094138e+00,2.878287e-01
11046913,-8.782040e-03,7.093654e-01,-1.102947e+00,2.719516e-01
11051009,-8.571686e-03,7.672565e-01,-1.122302e+00,3.128679e-01
11055105,-7.334956e-03,7.061294e-01,-1.092620e+00,2.918969e-01
11059201,-6.318069e-03,7.104001e-01,-1.129033e+00,3.126589e-01
11063297,-6.609280e-03,7.350358e-01,-1.113981e+00,3.077474e-01
11067393,-6.651273e-03,7.216119e-01,-1.104472e+00,2.584675e-01
11071489,-9.513203e-03,7.624097e-01,-1.086561e+00,3.052521e-01
11075585,-9.044205e-03,7.286579e-01,-1.094405e+00,3.123782e-01
11079681,-7.992890e-03,7.881841e-01,-1.112798e+00,3.020744e-01
11083777,-5.725472e-03,7.802910e-01,-1.122525e+00,3.165829e-01
11087873,-8.247920e-03,6.984585e-01,-1.106200e+00,2.949515e-01
11091969,-6.023611e-03,6.812396e-01,-1.110357e+00,2.726326e-01
11096065,-9.158218e-03,7.062743e-01,-1.114649e+00,2.717465e-01
11100161,-8.773639e-03,7.537936e-01,-1.106158e+00,2.981898e-01
11104257,-7.189517e-03,7.491905e-01,-1.105279e+00,3.185192e-01
11108353,-5.440058e-03,6.997882e-01,-1.105931e+00,2.967122e-01
11112449,-8.335664e-03,7.364873e-01,-1.101575e+00,3.105198e-01
11116545,-6.868434e-03,7.491558e-01,-1.091441e+00,2.739318e-01
11120641,-7.738296e-03,7.594183e-01,-1.095799e+00,3.092434e-01
11124737,-7.431000e-03,7.830707e-01,-1.082008e+00,3.425720e-01
11128833,-9.126838e-03,7.504183e-01,-1.105279e+00,2.878417e-01
11132929,-6.274533e-03,7.570609e-01,-1.077728e+00,3.268782e-01
11137025,-5.253797e-03,7.346080e-01,-1.096533e+00,2.893325e-01
11141121,-6.951490e-03,7.807036e-01,-1.088512e+00,2.987289e-01
11145217,-7.688448e-03,7.481597e-01,-1.093378e+00,2.687999e-01
11149313,-7.029966e-03,7.363303e-01,-1.094403e+00,3.145528e-01
11153409,-6.992148e-03,7.428595e-01,-1.092100e+00,3.120131e-01
11157505,-6.573930e-03,7.686985e-01,-1.096057e+00,3.197962e-01
11161601,-7.816199e-03,7.205808e-01,-1.089267e+00,2.802655e-01
11165697,-7.510110e-03,7.313228e-01,-1.075283e+00,3.279049e-01
11169793,-5.600368e-03,7.267820e-01,-1.087376e+00,2.886467e-01
11173889,-7.443939e-03,6.880356e-01,-1.067148e+00,2.827221e-01
11177985,-8.612885e-03,6.718455e-01,-1.065168e+00,2.459494e-01
11182081,-7.215162e-03,7.030324e-01,-1.061466e+00,2.651418e-01
11186177,-8.687350e-03,7.244055e-01,-1.074228e+00,2.832785e-01
11190273,-7.695783e-03,7.018807e-01,-1.084893e+00,2.782693e-01
11194369,-7.472518e-03,6.765516e-01,-1.044805e+00,2.642903e-01
11198465,-7.751743e-03,6.787103e-01,-1.053542e+00,2.566497e-01
11202561,-7.232314e-03,6.388023e-01,-1.048511e+00,2.559360e-01
11206657,-6.799782e-03,7.155074e-01,-1.049017e+00,2.912214e-01
11210753,-6.855674e-03,6.631886e-01,-1.035721e+00,2.879665e-01
11214849,-7.220349e-03,6.347878e-01,-1.054516e+00,2.350613e-01
11218945,-8.115467e-03,6.543152e-01,-1.073046e+00,2.559834e-01
11223041,-7.610265e-03,6.813177e-01,-1.076792e+00,2.707325e-01
11227137,-7.725206e-03,6.825084e-01,-1.065975e+00,2.780589e-01
11231233,-8.075583e-03,6.974767e-01,-1.065319e+00,2.710719e-01
11235329,-7.867180e-03,6.506219e-01,-1.068471e+00,2.359730e-01
11239425,-7.588539e-03,6.893961e-01,-1.063620e+00,2.535608e-01
11243521,-7.021510e-03,5.959281e-01,-1.066552e+00,2.535936e-01
11247617,-8.628121e-03,6.598295e-01,-1.065905e+00,2.469350e-01
11251713,-5.934481e-03,6.599460e-01,-1.035871e+00,2.665372e-01
11255809,-9.047004e-03,6.973593e-01,-1.046282e+00,2.755695e-01
11259905,-7.211092e-03,6.707660e-01,-1.043269e+00,2.618819e-01
11264001,-7.598848e-03,7.325617e-01,-1.042763e+00,2.675557e-01
11268097,-8.382954e-03,6.816132e-01,-1.040673e+00,2.682359e-01
11272193,-7.634932e-03,7.073485e-01,-1.037424e+00,2.769220e-01
11276289,-8.262223e-03,6.914897e-01,-1.039427e+00,2.785970e-01
11280385,-8.713367e-03,6.548202e-01,-1.043669e+00,2.613264e-01
11284481,-7.283197e-03,7.125088e-01,-1.040094e+00,2.749537e-01
11288577,-7.403399e-03,6.894922e-01,-1.048531e+00,2.683776e-01
11292673,-8.350303e-03,6.781827e-01,-1.060246e+00,2.943452e-01
11296769,-8.503791e-03,6.645943e-01,-1.058265e+00,2.597735e-01
11300865,-6.643013e-03,7.065840e-01,-1.074166e+00,2.841041e-01
11304961,-7.206080e-03,6.927931e-01,-1.057108e+00,2.488635e-01
11309057,-7.462856e-03,7.569311e-01,-1.052639e+00,3.031082e-01
11313153,-6.695264e-03,7.151997e-01,-1.068394e+00,2.774894e-01
11317249,-6.459305e-03,7.353084e-01,-1.087551e+00,3.104096e-01
11321345,-7.571931e-03,7.675061e-01,-1.071411e+00,3.215375e-01
11325441,-7.905358e-03,7.380156e-01,-1.077915e+00,2.844630e-01
11329537,-5.411446e-03,6.949770e-01,-1.075445e+00,2.680313e-01
11333633,-9.103723e-03,6.941940e-01,-1.078439e+00,3.021657e-01
11337729,-6.360057e-03,7.482987e-01,-1.074256e+00,3.075707e-01
11341825,-7.201868e-03,7.554917e-01,-1.066593e+00,3.160747e-01
11345921,-8.511893e-03,6.891262e-01,-1.072048e+00,2.962257e-01
11350017,-8.188246e-03,7.026895e-01,-1.081350e+00,2.896988e-01
11354113,-7.446752e-03,7.556308e-01,-1.087089e+00,2.897122e-01
11358209,-7.063296e-03,7.271057e-01,-1.069648e+00,2.976115e-01
11362305,-6.945894e-03,7.193008e-01,-1.084661e+00,3.267044e-01
11366401,-6.047954e-03,7.349957e-01,-1.055867e+00,2.962132e-01
11370497,-7.137432e-03,7.165920e-01,-1.073527e+00,2.737378e-01
11374593,-6.370148e-03,7.159535e-01,-1.073191e+00,2.880788e-01
11378689,-6.645685e-03,7.256912e-01,-1.080875e+00,2.884474e-01
11382785,-8.873650e-03,6.918932e-01,-1.094056e+00,2.952841e-01
11386881,-7.911995e-03,6.862385e-01,-1.085678e+00,2.682732e-01
11390977,-8.221652e-03,6.716399e-01,-1.093748e+00,2.513059e-01
11395073,-6.614778e-03,6.983983e-01,-1.090337e+00,2.866401e-01
11399169,-8.079700e-03,6.285975e-01,-1.099585e+00,2.347564e-01
11403265,-6.338455e-03,7.072999e-01,-1.068258e+00,2.797049e-01
11407361,-7.093170e-03,7.326450e-01,-1.075051e+00,2.736488e-01
11411457,-6.254812e-03,7.021651e-01,-1.099549e+00,2.911501e-01
11415553,-6.997254e-03,7.022522e-01,-1.093459e+00,2.827008e-01
11419649,-7.155668e-03,7.581645e-01,-1.093016e+00,2.791212e-01
11423745,-9.354351e-03,7.469902e-01,-1.091989e+00,3.175317e-01
11427841,-6.762862e-03,7.364760e-01,-1.078660e+00,2.936999e-01
11431937,-6.702487e-03,7.972960e-01,-1.089285e+00,3.134396e-01
11436033,-7.363306e-03,6.904351e-01,-1.084789e+00,2.759397e-01
11440129,-6.505530e-03,7.598371e-01,-1.100263e+00,3.187448e-01
11444225,-8.371230e-03,7.515548e-01,-1.070770e+00,2.879929e-01
11448321,-6.296809e-03,7.850990e-01,-1.098273e+00,3.350922e-01
11452417,-7.786758e-03,7.541667e-01,-1.091011e+00,3.222732e-01
11456513,-6.907006e-03,7.564162e-01,-1.100706e+00,3.234765e-01
11460609,-7.176984e-03,7.926838e-01,-1.098217e+00,3.326493e-01
11464705,-8.993228e-03,7.433969e-01,-1.104393e+00,3.337651e-01
11468801,-7.051985e-03,6.859847e-01,-1.112137e+00,2.623907e-01
11472897,-6.346406e-03,7.170098e-01,-1.103626e+00,3.038222e-01
11476993,-7.040346e-03,7.402574e-01,-1.123738e+00,2.910911e-01
11481089,-5.732405e-03,7.371173e-01,-1.116329e+00,3.004806e-01
11485185,-8.269388e-03,7.181625e-01,-1.107934e+00,2.906345e-01
11489281,-6.033772e-03,6.816086e-01,-1.087664e+00,2.689075e-01
11493377,-6.496599e-03,7.215554e-01,-1.119379e+00,3.136715e-01
11497473,-7.555707e-03,7.159524e-01,-1.103458e+00,2.824907e-01
11501569,-6.969484e-03,7.361857e-01,-1.095448e+00,3.002260e-01
11505665,-8.582893e-03,7.509735e-01,-1.098322e+00,2.982183e-01
11509761,-7.642562e-03,7.085167e-01,-1.082941e+00,2.608535e-01
11513857,-8.054962e-03,7.215249e-01,-1.111326e+00,2.887464e-01
11517953,-7.405758e-03,7.667829e-01,-1.122840e+00,3.121680e-01
11522049,-7.260981e-03,6.873233e-01,-1.106319e+00,2.663135e-01
11526145,-6.181637e-03,7.390535e-01,-1.126348e+00,3.034362e-01
11530241,-7.666360e-03,7.537980e-01,-1.103050e+00,3.138244e-01
11534337,-7.832719e-03,7.961907e-01,-1.108909e+00,3.102912e-01
11538433,-7.009071e-03,7.712135e-01,-1.095548e+00,3.349965e-01
11542529,-9.025510e-03,7.525229e-01,-1.101006e+00,2.902645e-01
11546625,-9.679971e-03,7.325790e-01,-1.098105e+00,3.147308e-01
11550721,-6.656343e-03,7.899293e-01,-1.089137e+00,3.200587e-01
11554817,-6.734944e-03,8.049569e-01,-1.112419e+00,3.531275e-01
11558913,-7.519012e-03,7.538180e-01,-1.114194e+00,3.198019e-01
11563009,-8.471407e-03,7.730714e-01,-1.115809e+00,3.220345e-01
11567105,-7.190575e-03,7.720394e-01,-1.102092e+00,3.283613e-01
11571201,-8.083545e-03,7.503675e-01,-1.117887e+00,3.208317e-01
11575297,-8.063576e-03,7.527966e-01,-1.106569e+00,3.174446e-01
11579393,-7.652808e-03,7.109997e-01,-1.124628e+00,2.589602e-01
11583489,-6.820590e-03,7.391531e-01,-1.124928e+00,2.803171e-01
11587585,-7.606743e-03,7.614878e-01,-1.123275e+00,3.175709e-01
11591681,-5.736827e-03,7.060762e-01,-1.102069e+00,2.819270e-01
11595777,-8.810615e-03,7.729666e-01,-1.123034e+00,3.137618e-01
11599873,-7.479765e-03,8.047266e-01,-1.082558e+00,3.106549e-01
11603969,-5.970326e-03,7.564898e-01,-1.112953e+00,2.730693e-01
11608065,-7.588538e-03,7.584835e-01,-1.104129e+00,3.044026e-01
11612161,-8.202317e-03,7.857920e-01,-1.127589e+00,3.215927e-01
11616257,-5.396138e-03,7.720247e-01,-1.138688e+00,3.469122e-01
11620353,-8.280994e-03,7.032961e-01,-1.106292e+00,2.941223e-01
11624449,-9.009375e-03,7.793499e-01,-1.105682e+00,3.119809e-01
11628545,-6.721189e-03,7.620092e-01,-1.124344e+00,3.348661e-01
11632641,-7.301797e-03,7.494152e-01,-1.129563e+00,3.096650e-01
11636737,-8.297559e-03,7.416500e-01,-1.111523e+00,2.815647e-01
11640833,-7.980384e-03,7.576325e-01,-1.113644e+00,3.233950e-01
11644929,-8.399537e-03,7.264312e-01,-1.120577e+00,2.921954e-01
11649025,-9.044900e-03,6.789897e-01,-1.126976e+00,2.842476e-01
11653121,-7.958328e-03,7.148068e-01,-1.129826e+00,2.360469e-01
11657217,-6.463081e-03,7.204074e-01,-1.115549e+00,2.890342e-01
11661313,-7.516800e-03,6.977756e-01,-1.123585e+00,2.704044e-01
11665409,-9.210009e-03,6.746540e-01,-1.125888e+00,2.432989e-01
11669505,-8.832752e-03,7.662170e-01,-1.109033e+00,3.092733e-01
11673601,-7.732814e-03,7.254030e-01,-1.095448e+00,3.120934e-01
11677697,-8.941194e-03,7.062875e-01,-1.113370e+00,2.730106e-01
11681793,-8.865625e-03,6.878357e-01,-1.104153e+00,2.662453e-01
11685889,-7.239296e-03,6.938573e-01,-1.119663e+00,3.105157e-01
11689985,-7.407318e-03,7.026154e-01,-1.092259e+00,2.726258e-01
11694081,-7.058661e-03,7.410365e-01,-1.123949e+00,2.792978e-01
11698177,-7.045447e-03,7.086667e-01,-1.109808e+00,2.766923e-01
11702273,-7.280487e-03,7.114871e-01,-1.088021e+00,2.836246e-01
11706369,-8.036325e-03,7.247489e-01,-1.090527e+00,3.120077e-01
11710465,-7.617418e-03,6.938227e-01,-1.104092e+00,2.607055e-01
11714561,-7.526549e-03,7.457598e-01,-1.112699e+00,3.274840e-01
11718657,-6.678232e-03,6.951304e-01,-1.075183e+00,2.821409e-01
11722753,-6.737794e-03,6.748702e-01,-1.082242e+00,2.697378e-01
11726849,-6.038682e-03,7.010209e-01,-1.118518e+00,2.677472e-01
11730945,-6.709558e-03,7.037108e-01,-1.094072e+00,2.976885e-01
11735041,-5.877666e-03,6.876348e-01,-1.100757e+00,2.804075e-01
11739137,-6.404089e-03,6.910467e-01,-1.115245e+00,2.751715e-01
11743233,-6.671788e-03,6.908402e-01,-1.119604e+00,2.865427e-01
11747329,-9.135922e-03,6.736634e-01,-1.120856e+00,2.330178e-01
11751425,-8.154673e-03,6.975018e-01,-1.123932e+00,2.897332e-01
11755521,-7.877987e-03,7.023502e-01,-1.136034e+00,2.587673e-01
11759617,-6.882324e-03,7.456459e-01,-1.105348e+00,3.035967e-01
11763713,-7.553281e-03,7.204285e-01,-1.117061e+00,2.765747e-01
11767809,-7.597126e-03,6.830186e-01,-1.111771e+00,2.760523e-01
11771905,-8.782989e-03,6.895025e-01,-1.135688e+00,2.647857e-01
11776001,-7.122682e-03,6.856628e-01,-1.133725e+00,2.759576e-01
11780097,-7.467372e-03,7.015064e-01,-1.131008e+00,3.099282e-01
11784193,-7.862563e-03,7.125228e-01,-1.111646e+00,2.602754e-01
11788289,-8.132676e-03,7.135795e-01,-1.116082e+00,2.794523e-01
11792385,-8.364229e-03,7.319030e-01,-1.111909e+00,3.005552e-01
11796481,-7.058760e-03,7.678296e-01,-1.104611e+00,2.993751e-01
11800577,-6.469243e-03,7.208098e-01,-1.113024e+00,2.814532e-01
11804673,-8.780906e-03,7.380377e-01,-1.123152e+00,2.834081e-01
11808769,-7.589661e-03,7.870160e-01,-1.115198e+00,3.114641e-01
11812865,-7.762545e-03,7.653842e-01,-1.105987e+00,3.024846e-01
11816961,-8.172855e-03,7.520281e-01,-1.121127e+00,3.030124e-01
11821057,-6.915508e-03,7.521134e-01,-1.114335e+00,3.228046e-01
11825153,-6.909890e-03,7.350278e-01,-1.136561e+00,2.873964e-01
11829249,-8.276602e-03,7.589227e-01,-1.137740e+00,3.198217e-01
11833345,-7.067578e-03,7.376893e-01,-1.148697e+00,2.944980e-01
11837441,-8.131594e-03,7.293848e-01,-1.132300e+00,2.856717e-01
11841537,-7.011054e-03,7.360701e-01,-1.144419e+00,2.967253e-01
11845633,-8.276167e-03,6.990791e-01,-1.118508e+00,2.849391e-01
11849729,-7.374201e-03,7.607198e-01,-1.129451e+00,3.093828e-01
11853825,-8.627181e-03,6.885740e-01,-1.161405e+00,2.937595e-01
11857921,-6.523906e-03,6.750944e-01,-1.129542e+00,2.721207e-01
11862017,-8.592426e-03,6.818577e-01,-1.131115e+00,2.743271e-01
11866113,-5.344590e-03,7.325825e-01,-1.127334e+00,3.213486e-01
11870209,-6.883851e-03,6.889268e-01,-1.113235e+00,2.676656e-01
11874305,-8.026391e-03,6.927222e-01,-1.135671e+00,2.683184e-01
11878401,-6.810439e-03,6.901478e-01,-1.157065e+00,2.692170e-01
11882497,-7.780967e-03,7.041377e-01,-1.143746e+00,2.595275e-01
11886593,-7.893706e-03,6.916182e-01,-1.123774e+00,2.921879e-01
11890689,-7.982427e-03,7.142146e-01,-1.120545e+00,2.636247e-01
11894785,-8.783173e-03,6.761866e-01,-1.128178e+00,2.416174e-01
11898881,-7.286334e-03,7.023828e-01,-1.121463e+00,2.840252e-01
11902977,-6.731783e-03,7.134018e-01,-1.117259e+00,2.956786e-01
11907073,-6.660510e-03,7.495025e-01,-1.113297e+00,3.206826e-01
11911169,-6.526743e-03,7.247413e-01,-1.081299e+00,2.848630e-01
11915265,-8.059187e-03,6.856923e-01,-1.077285e+00,2.559574e-01
11919361,-6.877841e-03,7.303837e-01,-1.060834e+00,3.029471e-01
11923457,-7.594398e-03,6.695084e-01,-1.059213e+00,2.482274e-01
11927553,-8.289606e-03,7.470256e-01,-1.098582e+00,3.111518e-01
11931649,-8.219884e-03,7.400105e-01,-1.088313e+00,2.927737e-01
11935745,-7.061797e-03,7.412683e-01,-1.077114e+00,2.824239e-01
11939841,-8.704351e-03,7.440410e-01,-1.090956e+00,3.132595e-01
11943937,-6.228663e-03,7.244746e-01,-1.093119e+00,3.072119e-01
11948033,-7.069671e-03,7.516512e-01,-1.079485e+00,2.886801e-01
11952129,-7.023608e-03,7.515903e-01,-1.055095e+00,3.068453e-01
11956225,-7.139052e-03,7.388048e-01,-1.064315e+00,3.048543e-01
11960321,-8.123314e-03,7.120862e-01,-1.081503e+00,2.778490e-01
11964417,-7.349300e-03,7.510177e-01,-1.098098e+00,2.726190e-01
11968513,-6.838632e-03,7.480087e-01,-1.104673e+00,3.006394e-01
11972609,-7.999103e-03,7.608227e-01,-1.105600e+00,3.019737e-01
11976705,-9.964234e-03,7.610025e-01,-1.083850e+00,3.031553e-01
11980801,-6.692534e-03,7.229397e-01,-1.126576e+00,2.952637e-01
11984897,-6.655868e-03,7.519657e-01,-1.128848e+00,3.055248e-01
11988993,-7.023710e-03,7.145733e-01,-1.136076e+00,2.953647e-01
11993089,-8.107724e-03,7.010494e-01,-1.138167e+00,2.881903e-01
11997185,-8.327077e-03,7.524258e-01,-1.112591e+00,3.056957e-01
12001281,-7.588226e-03,7.278109e-01,-1.116560e+00,3.008105e-01
12005377,-8.716116e-03,7.655218e-01,-1.125493e+00,3.224349e-01
12009473,-8.104455e-03,7.644356e-01,-1.106118e+00,3.062483e-01
12013569,-9.273007e-03,6.785355e-01,-1.104481e+00,2.496991e-01
12017665,-7.703611e-03,7.356075e-01,-1.103790e+00,2.977903e-01
12021761,-6.729676e-03,7.565031e-01,-1.088775e+00,2.959079e-01
12025857,-8.264091e-03,7.603567e-01,-1.097201e+00,3.114753e-01
12029953,-7.968396e-03,6.892330e-01,-1.090587e+00,2.583795e-01
12034049,-7.340757e-03,7.684152e-01,-1.104432e+00,3.232789e-01
12038145,-7.027308e-03,7.496929e-01,-1.070484e+00,2.945906e-01
12042241,-6.850915e-03,7.087702e-01,-1.099234e+00,2.780078e-01
12046337,-7.228006e-03,7.402758e-01,-1.092962e+00,2.829350e-01
12050433,-8.127511e-03,7.697186e-01,-1.093578e+00,3.104571e-01
12054529,-7.990960e-03,7.791737e-01,-1.112045e+00,3.375630e-01
12058625,-6.732258e-03,7.571121e-01,-1.133923e+00,2.898629e-01
12062721,-7.821279e-03,7.055149e-01,-1.109731e+00,2.785276e-01
12066817,-8.193585e-03,7.701209e-01,-1.122743e+00,3.276570e-01
12070913,-6.757204e-03,7.850661e-01,-1.102733e+00,3.183322e-01
12075009,-8.016971e-03,7.231521e-01,-1.103467e+00,2.792252e-01
12079105,-8.174558e-03,7.535298e-01,-1.098530e+00,3.335694e-01
12083201,-6.540629e-03,7.739426e-01,-1.110271e+00,3.333510e-01
12087297,-7.474934e-03,7.468984e-01,-1.126537e+00,2.954001e-01
12091393,-7.554715e-03,7.944666e-01,-1.101989e+00,3.345885e-01
12095489,-7.837076e-03,7.871219e-01,-1.093566e+00,3.200852e-01
12099585,-7.371285e-03,7.719676e-01,-1.117006e+00,3.240134e-01
12103681,-8.237455e-03,7.747010e-01,-1.109814e+00,3.041764e-01
12107777,-8.096135e-03,7.286581e-01,-1.107598e+00,2.662326e-01
12111873,-9.457456e-03,6.968158e-01,-1.125852e+00,2.730212e-01
12115969,-7.641744e-03,8.012205e-01,-1.110031e+00,3.477740e-01
12120065,-8.354154e-03,7.776225e-01,-1.105021e+00,3.154521e-01
12124161,-6.336023e-03,7.505514e-01,-1.108252e+00,2.876394e-01
12128257,-6.827265e-03,7.679045e-01,-1.107142e+00,3.129258e-01
12132353,-7.415674e-03,6.844441e-01,-1.114162e+00,2.652341e-01
12136449,-6.454862e-03,7.966533e-01,-1.124690e+00,3.082302e-01
12140545,-7.759907e-03,7.386718e-01,-1.113881e+00,3.023308e-01
12144641,-8.482923e-03,7.190190e-01,-1.121176e+00,2.767713e-01
12148737,-6.598616e-03,7.807854e-01,-1.124127e+00,3.305354e-01
12152833,-9.733239e-03,7.887378e-01,-1.118056e+00,3.294284e-01
12156929,-8.357236e-03,7.106497e-01,-1.111711e+00,2.604260e-01
12161025,-7.706527e-03,7.139684e-01,-1.116951e+00,2.690587e-01
12165121,-7.783932e-03,7.141171e-01,-1.127606e+00,2.813215e-01
12169217,-7.857185e-03,6.670879e-01,-1.098660e+00,2.598675e-01
12173313,-8.002048e-03,6.970862e-01,-1.114890e+00,2.747725e-01
12177409,-8.166166e-03,6.580260e-01,-1.146191e+00,2.357684e-01
12181505,-7.326748e-03,6.874034e-01,-1.115965e+00,2.650591e-01
12185601,-6.781094e-03,7.467920e-01,-1.124564e+00,2.831584e-01
12189697,-7.124383e-03,7.485846e-01,-1.100440e+00,2.897378e-01
12193793,-7.397256e-03,7.855751e-01,-1.130184e+00,3.208131e-01
12197889,-7.143287e-03,7.569660e-01,-1.141755e+00,3.067437e-01
12201985,-8.296625e-03,7.729121e-01,-1.117920e+00,3.317035e-01
12206081,-7.279868e-03,6.349816e-01,-1.109641e+00,2.568600e-01
12210177,-9.125401e-03,7.218812e-01,-1.109417e+00,2.748408e-01
