timesteps,policy_gradient_loss,value_loss,entropy_loss,loss
5095425,-5.854534e-03,7.297684e-01,-1.103979e+00,3.267118e-01
5099521,-6.422693e-03,7.281668e-01,-1.091586e+00,2.947070e-01
5103617,-8.240284e-03,7.641109e-01,-1.084036e+00,3.082286e-01
5107713,-5.890303e-03,7.342057e-01,-1.083219e+00,3.144897e-01
5111809,-4.826815e-03,7.724479e-01,-1.087065e+00,3.013855e-01
5115905,-6.760218e-03,8.113445e-01,-1.093265e+00,3.299522e-01
5120001,-6.730775e-03,8.086069e-01,-1.120667e+00,3.372639e-01
5124097,-4.943766e-03,7.310906e-01,-1.116769e+00,2.960671e-01
5128193,-5.492044e-03,7.579788e-01,-1.121621e+00,3.020238e-01
5132289,-7.398941e-03,7.308985e-01,-1.099745e+00,2.944579e-01
5136385,-6.588041e-03,7.810590e-01,-1.088909e+00,3.203064e-01
5140481,-6.337548e-03,7.822458e-01,-1.076008e+00,3.391673e-01
5144577,-5.643821e-03,7.735624e-01,-1.091522e+00,2.800371e-01
5148673,-5.344991e-03,7.652827e-01,-1.089010e+00,3.148506e-01
5152769,-7.507167e-03,7.631066e-01,-1.088351e+00,3.044477e-01
5156865,-6.331490e-03,7.104415e-01,-1.094552e+00,2.846590e-01
5160961,-6.589956e-03,7.417307e-01,-1.095622e+00,2.937487e-01
5165057,-7.543831e-03,7.171743e-01,-1.102731e+00,2.986060e-01
5169153,-6.782359e-03,7.524036e-01,-1.085650e+00,3.129852e-01
5173249,-5.766883e-03,7.663356e-01,-1.077815e+00,3.135548e-01
5177345,-5.163881e-03,7.830698e-01,-1.071933e+00,3.372898e-01
5181441,-6.516063e-03,7.395143e-01,-1.083377e+00,3.024680e-01
5185537,-5.009996e-03,8.318195e-01,-1.084375e+00,3.616413e-01
5189633,-6.752379e-03,7.483780e-01,-1.110473e+00,2.988438e-01
5193729,-5.897582e-03,7.815397e-01,-1.088024e+00,3.091530e-01
5197825,-7.520362e-03,6.994252e-01,-1.081105e+00,2.685549e-01
5201921,-5.020419e-03,7.600271e-01,-1.073338e+00,3.110407e-01
5206017,-5.763697e-03,7.494898e-01,-1.102094e+00,2.862701e-01
5210113,-7.248017e-03,7.563179e-01,-1.081945e+00,2.930292e-01
5214209,-7.072620e-03,7.646208e-01,-1.086973e+00,3.078860e-01
5218305,-6.746285e-03,7.647166e-01,-1.090205e+00,3.216231e-01
5222401,-4.809041e-03,7.359676e-01,-1.084732e+00,2.919538e-01
5226497,-6.264515e-03,7.617389e-01,-1.099796e+00,2.862954e-01
5230593,-5.525348e-03,7.233412e-01,-1.103055e+00,3.021348e-01
5234689,-8.274769e-03,6.988703e-01,-1.109387e+00,2.800103e-01
5238785,-5.854928e-03,7.659566e-01,-1.113966e+00,3.235904e-01
5242881,-5.970649e-03,7.400073e-01,-1.114276e+00,2.958970e-01
5246977,-5.668309e-03,7.307893e-01,-1.112354e+00,2.923817e-01
5251073,-6.574432e-03,7.302162e-01,-1.123223e+00,2.819787e-01
5255169,-5.632085e-03,7.033346e-01,-1.116129e+00,2.634050e-01
5259265,-6.653397e-03,7.222330e-01,-1.110597e+00,2.894223e-01
5263361,-6.116959e-03,6.820023e-01,-1.124104e+00,2.931297e-01
5267457,-5.547912e-03,7.167476e-01,-1.121366e+00,2.550950e-01
5271553,-6.093211e-03,6.919682e-01,-1.105425e+00,2.879140e-01
5275649,-4.878970e-03,6.662624e-01,-1.121963e+00,2.619926e-01
5279745,-5.832657e-03,7.418636e-01,-1.119715e+00,3.231165e-01
5283841,-5.309163e-03,6.812636e-01,-1.121003e+00,2.784704e-01
5287937,-4.298379e-03,7.324978e-01,-1.119716e+00,2.785354e-01
5292033,-6.840559e-03,7.496817e-01,-1.127399e+00,2.819758e-01
5296129,-6.646215e-03,7.564930e-01,-1.113377e+00,3.325796e-01
5300225,-6.479357e-03,7.066798e-01,-1.140193e+00,2.838326e-01
5304321,-6.744197e-03,7.385635e-01,-1.145672e+00,2.686859e-01
5308417,-6.360792e-03,7.181157e-01,-1.145164e+00,2.876278e-01
5312513,-6.904722e-03,7.532821e-01,-1.128469e+00,3.222058e-01
5316609,-7.731891e-03,7.644277e-01,-1.135810e+00,3.287498e-01
5320705,-6.695670e-03,7.788693e-01,-1.134673e+00,3.156543e-01
5324801,-5.099617e-03,7.805234e-01,-1.113258e+00,3.189642e-01
5328897,-7.048021e-03,7.726655e-01,-1.122582e+00,3.516447e-01
5332993,-7.183088e-03,7.270993e-01,-1.123661e+00,2.768495e-01
5337089,-6.894652e-03,7.484141e-01,-1.120749e+00,3.120432e-01
5341185,-5.423974e-03,7.958999e-01,-1.133314e+00,3.593530e-01
5345281,-6.615437e-03,8.032675e-01,-1.131938e+00,3.019433e-01
5349377,-6.660468e-03,7.378822e-01,-1.159038e+00,2.681548e-01
5353473,-8.341583e-03,7.443832e-01,-1.146965e+00,3.104487e-01
5357569,-7.623624e-03,7.535674e-01,-1.145762e+00,2.995508e-01
5361665,-6.080654e-03,7.371036e-01,-1.140944e+00,2.782745e-01
5365761,-6.970371e-03,7.785414e-01,-1.156657e+00,2.860182e-01
5369857,-6.111826e-03,7.479296e-01,-1.126565e+00,2.872685e-01
5373953,-4.365834e-03,7.491427e-01,-1.126028e+00,2.942235e-01
5378049,-7.491735e-03,7.354456e-01,-1.104120e+00,2.649886e-01
5382145,-5.212214e-03,7.769038e-01,-1.135560e+00,3.063657e-01
5386241,-4.211820e-03,7.188647e-01,-1.120291e+00,2.703969e-01
5390337,-6.647526e-03,6.963471e-01,-1.143437e+00,2.438237e-01
5394433,-5.317179e-03,7.098873e-01,-1.114692e+00,2.916260e-01
5398529,-6.817655e-03,7.195519e-01,-1.131418e+00,2.856071e-01
5402625,-6.651681e-03,7.156495e-01,-1.096639e+00,2.918327e-01
5406721,-6.361294e-03,7.600773e-01,-1.106702e+00,3.252991e-01
5410817,-6.228963e-03,7.417346e-01,-1.113890e+00,2.887203e-01
5414913,-5.853901e-03,7.622405e-01,-1.121264e+00,3.368243e-01
5419009,-8.407069e-03,6.717757e-01,-1.125550e+00,2.565340e-01
5423105,-7.576666e-03,7.191862e-01,-1.110582e+00,2.977979e-01
5427201,-6.666149e-03,7.364360e-01,-1.133769e+00,3.070554e-01
5431297,-6.083088e-03,7.191197e-01,-1.138457e+00,3.095091e-01
5435393,-5.796482e-03,7.370216e-01,-1.123336e+00,2.952111e-01
5439489,-6.732285e-03,7.681975e-01,-1.119538e+00,2.853794e-01
5443585,-5.988425e-03,7.585986e-01,-1.154193e+00,3.083175e-01
5447681,-7.987559e-03,7.098456e-01,-1.137115e+00,2.802978e-01
5451777,-6.294173e-03,7.324841e-01,-1.128210e+00,2.887374e-01
5455873,-7.138837e-03,7.936138e-01,-1.129316e+00,3.419250e-01
5459969,-6.840599e-03,7.763483e-01,-1.147040e+00,3.573203e-01
5464065,-4.820996e-03,7.853445e-01,-1.147841e+00,3.343977e-01
5468161,-6.580377e-03,7.503105e-01,-1.136722e+00,2.897053e-01
5472257,-7.055717e-03,7.259179e-01,-1.127836e+00,2.797575e-01
5476353,-7.165310e-03,7.574095e-01,-1.117373e+00,3.175554e-01
5480449,-6.461507e-03,7.635142e-01,-1.135541e+00,3.160917e-01
5484545,-4.847242e-03,6.954815e-01,-1.162148e+00,2.660026e-01
5488641,-7.569884e-03,7.355193e-01,-1.164690e+00,2.904562e-01
5492737,-5.866100e-03,8.370374e-01,-1.144844e+00,3.476643e-01
5496833,-6.739750e-03,7.687242e-01,-1.142191e+00,3.212101e-01
5500929,-8.026461e-03,7.641117e-01,-1.150180e+00,3.003053e-01
5505025,-7.030455e-03,7.283400e-01,-1.164998e+00,3.061423e-01
5509121,-6.493801e-03,7.474120e-01,-1.160507e+00,2.923433e-01
5513217,-6.756402e-03,7.423179e-01,-1.150505e+00,2.991490e-01
5517313,-5.640478e-03,7.607550e-01,-1.132727e+00,3.225712e-01
5521409,-7.059451e-03,7.189629e-01,-1.125857e+00,2.772441e-01
5525505,-6.965724e-03,7.416224e-01,-1.125809e+00,2.871880e-01
5529601,-6.623211e-03,7.876394e-01,-1.145542e+00,3.473477e-01
5533697,-5.100319e-03,7.434122e-01,-1.138008e+00,2.986902e-01
5537793,-5.597730e-03,7.173556e-01,-1.166854e+00,2.602272e-01
5541889,-4.636781e-03,7.596779e-01,-1.160465e+00,2.896798e-01
5545985,-7.208949e-03,7.629001e-01,-1.163317e+00,3.103629e-01
5550081,-6.116535e-03,7.537790e-01,-1.140774e+00,2.936223e-01
5554177,-6.275616e-03,8.086385e-01,-1.157388e+00,3.563152e-01
5558273,-6.385244e-03,7.571070e-01,-1.133069e+00,2.936203e-01
5562369,-7.712438e-03,7.507398e-01,-1.122042e+00,3.049434e-01
5566465,-6.724770e-03,7.835067e-01,-1.141104e+00,2.965965e-01
5570561,-5.621646e-03,7.444274e-01,-1.148957e+00,3.310527e-01
5574657,-6.054126e-03,7.906370e-01,-1.148924e+00,3.292851e-01
5578753,-6.802412e-03,7.998666e-01,-1.155838e+00,3.175759e-01
5582849,-8.675995e-03,8.343989e-01,-1.159764e+00,3.220691e-01
5586945,-6.576768e-03,7.550132e-01,-1.159369e+00,2.963143e-01
5591041,-6.461753e-03,7.959404e-01,-1.182826e+00,3.400096e-01
5595137,-6.479975e-03,8.121392e-01,-1.179590e+00,3.042023e-01
5599233,-6.379832e-03,7.298960e-01,-1.173925e+00,2.978380e-01
5603329,-6.803766e-03,7.495765e-01,-1.188293e+00,2.958722e-01
5607425,-6.372943e-03,7.331665e-01,-1.194807e+00,3.177924e-01
5611521,-7.111103e-03,7.839280e-01,-1.147786e+00,3.334400e-01
5615617,-5.870629e-03,7.459171e-01,-1.188052e+00,2.820621e-01
5619713,-6.185794e-03,7.563033e-01,-1.168248e+00,3.076008e-01
5623809,-5.969663e-03,7.863550e-01,-1.160862e+00,3.268864e-01
5627905,-6.019455e-03,7.403007e-01,-1.157727e+00,2.956612e-01
5632001,-4.815043e-03,7.620676e-01,-1.166193e+00,3.220457e-01
5636097,-6.366979e-03,7.573289e-01,-1.189250e+00,3.094690e-01
5640193,-6.144501e-03,7.581840e-01,-1.175320e+00,2.949771e-01
5644289,-7.787639e-03,7.815549e-01,-1.170162e+00,3.118957e-01
5648385,-6.437197e-03,7.598075e-01,-1.135127e+00,3.014334e-01
5652481,-5.388540e-03,6.949595e-01,-1.145784e+00,2.843781e-01
5656577,-6.576596e-03,7.050394e-01,-1.154191e+00,2.773713e-01
5660673,-6.097186e-03,7.344195e-01,-1.152686e+00,3.084825e-01
5664769,-5.984350e-03,7.163000e-01,-1.171442e+00,2.837816e-01
5668865,-6.387277e-03,7.852696e-01,-1.152081e+00,3.162066e-01
5672961,-6.822852e-03,7.387727e-01,-1.142627e+00,3.010411e-01
5677057,-6.932732e-03,7.046157e-01,-1.152411e+00,3.022841e-01
5681153,-6.962239e-03,7.180601e-01,-1.157464e+00,2.972462e-01
5685249,-7.677486e-03,7.517162e-01,-1.127841e+00,3.146460e-01
5689345,-6.336949e-03,6.731818e-01,-1.128320e+00,2.498342e-01
5693441,-5.842490e-03,7.076768e-01,-1.141126e+00,2.965664e-01
5697537,-5.086831e-03,7.380037e-01,-1.131103e+00,3.065155e-01
5701633,-6.650538e-03,7.231197e-01,-1.120941e+00,2.819393e-01
5705729,-6.120696e-03,7.375330e-01,-1.111009e+00,2.777521e-01
5709825,-5.290226e-03,7.115811e-01,-1.117923e+00,3.036021e-01
5713921,-6.013209e-03,7.862132e-01,-1.110896e+00,3.387393e-01
5718017,-5.324938e-03,8.080340e-01,-1.121367e+00,3.048317e-01
5722113,-4.554511e-03,7.701411e-01,-1.108708e+00,3.272063e-01
5726209,-8.020780e-03,7.086349e-01,-1.101384e+00,2.832974e-01
5730305,-5.921377e-03,7.337268e-01,-1.148832e+00,3.006080e-01
5734401,-6.967912e-03,7.647111e-01,-1.114727e+00,3.116629e-01
5738497,-7.217996e-03,7.636749e-01,-1.124710e+00,3.125950e-01
5742593,-5.831951e-03,7.517629e-01,-1.127658e+00,2.844047e-01
5746689,-7.012324e-03,6.873681e-01,-1.128542e+00,2.490541e-01
5750785,-7.524124e-03,7.543884e-01,-1.142639e+00,3.038239e-01
5754881,-7.135563e-03,7.472764e-01,-1.145911e+00,2.909676e-01
5758977,-5.934256e-03,7.689352e-01,-1.144958e+00,3.002370e-01
5763073,-7.112555e-03,7.532361e-01,-1.140555e+00,3.262144e-01
5767169,-6.686678e-03,7.404178e-01,-1.137211e+00,2.875080e-01
5771265,-6.346701e-03,7.399413e-01,-1.149274e+00,3.009166e-01
5775361,-7.249147e-03,7.441963e-01,-1.132936e+00,2.939608e-01
5779457,-6.596108e-03,7.755533e-01,-1.127000e+00,3.109945e-01
5783553,-8.098933e-03,7.644283e-01,-1.160904e+00,2.759470e-01
5787649,-6.224227e-03,7.170880e-01,-1.167176e+00,2.925497e-01
5791745,-7.051767e-03,7.343236e-01,-1.151593e+00,2.773509e-01
5795841,-7.232007e-03,7.036917e-01,-1.192523e+00,2.886585e-01
5799937,-7.838812e-03,7.008233e-01,-1.181714e+00,2.758903e-01
5804033,-4.592504e-03,7.284794e-01,-1.188786e+00,3.206751e-01
5808129,-5.713009e-03,7.233108e-01,-1.202322e+00,2.912472e-01
5812225,-7.288157e-03,7.333179e-01,-1.187206e+00,3.152179e-01
5816321,-6.886248e-03,7.841800e-01,-1.177826e+00,2.888289e-01
5820417,-7.094740e-03,7.146900e-01,-1.165832e+00,2.847528e-01
5824513,-7.023010e-03,7.853605e-01,-1.166163e+00,3.181203e-01
5828609,-5.299636e-03,7.620248e-01,-1.181017e+00,3.019837e-01
5832705,-6.037728e-03,7.122058e-01,-1.184034e+00,2.783405e-01
5836801,-8.542375e-03,7.646185e-01,-1.191051e+00,2.806465e-01
5840897,-5.933861e-03,7.372342e-01,-1.173847e+00,2.761150e-01
5844993,-6.420155e-03,7.521739e-01,-1.178331e+00,3.245237e-01
5849089,-5.505702e-03,7.536371e-01,-1.157346e+00,3.322648e-01
5853185,-6.305085e-03,7.152846e-01,-1.156448e+00,2.872580e-01
5857281,-6.024340e-03,7.238148e-01,-1.162789e+00,2.710671e-01
5861377,-6.963815e-03,7.312000e-01,-1.142122e+00,3.118941e-01
5865473,-6.707187e-03,7.499087e-01,-1.157787e+00,3.208138e-01
5869569,-6.099732e-03,7.903926e-01,-1.138301e+00,3.190191e-01
5873665,-5.950436e-03,7.581230e-01,-1.132125e+00,3.033956e-01
5877761,-8.015938e-03,7.419891e-01,-1.126356e+00,3.101271e-01
5881857,-5.582586e-03,7.685746e-01,-1.151159e+00,2.958204e-01
5885953,-7.554879e-03,7.552740e-01,-1.126130e+00,3.093928e-01
5890049,-4.728200e-03,7.575326e-01,-1.136373e+00,3.119956e-01
5894145,-6.723008e-03,7.635057e-01,-1.148383e+00,3.296224e-01
5898241,-5.202416e-03,7.469435e-01,-1.132996e+00,3.135822e-01
5902337,-6.844040e-03,7.953881e-01,-1.138548e+00,3.207732e-01
5906433,-5.815846e-03,7.058562e-01,-1.140824e+00,2.857856e-01
5910529,-6.261112e-03,7.426034e-01,-1.126193e+00,3.207090e-01
5914625,-6.616295e-03,7.608778e-01,-1.132865e+00,2.937276e-01
5918721,-5.966718e-03,7.259981e-01,-1.117709e+00,2.962347e-01
5922817,-8.181271e-03,7.739330e-01,-1.152141e+00,3.060561e-01
5926913,-6.712781e-03,7.332524e-01,-1.161312e+00,2.573594e-01
5931009,-6.566069e-03,7.213953e-01,-1.151421e+00,2.993647e-01
5935105,-7.148841e-03,6.763268e-01,-1.155076e+00,2.678470e-01
5939201,-7.151892e-03,7.181462e-01,-1.159578e+00,2.947888e-01
5943297,-6.841024e-03,7.430174e-01,-1.148114e+00,3.253283e-01
5947393,-7.325534e-03,7.056400e-01,-1.146901e+00,2.918067e-01
5951489,-6.710586e-03,7.170604e-01,-1.111766e+00,2.599204e-01
5955585,-6.534102e-03,7.130266e-01,-1.075335e+00,3.028489e-01
5959681,-5.762607e-03,7.280768e-01,-1.083364e+00,3.438576e-01
5963777,-5.362258e-03,7.502180e-01,-1.077140e+00,3.110553e-01
5967873,-6.864864e-03,7.789189e-01,-1.089053e+00,3.014035e-01
5971969,-6.544768e-03,7.302426e-01,-1.110666e+00,2.901406e-01
5976065,-5.455666e-03,7.088174e-01,-1.104195e+00,2.590125e-01
5980161,-6.393100e-03,7.135305e-01,-1.127099e+00,2.964287e-01
5984257,-7.711644e-03,7.508525e-01,-1.122709e+00,2.746853e-01
5988353,-6.491930e-03,7.545448e-01,-1.116175e+00,3.250307e-01
5992449,-7.825477e-03,7.261714e-01,-1.100586e+00,2.908260e-01
5996545,-5.491659e-03,7.421340e-01,-1.110776e+00,3.015356e-01
6000641,-8.066443e-03,7.347805e-01,-1.115483e+00,2.819099e-01
6004737,-7.542787e-03,7.026355e-01,-1.093600e+00,2.820631e-01
6008833,-7.496949e-03,7.684825e-01,-1.101466e+00,3.292894e-01
6012929,-7.299113e-03,7.069959e-01,-1.109747e+00,2.676045e-01
6017025,-5.931945e-03,7.616337e-01,-1.104566e+00,3.398809e-01
6021121,-5.913831e-03,7.693740e-01,-1.107936e+00,2.905486e-01
6025217,-7.004965e-03,7.324740e-01,-1.117502e+00,2.921437e-01
6029313,-5.411467e-03,6.952829e-01,-1.124436e+00,2.473374e-01
6033409,-7.225952e-03,7.188309e-01,-1.099340e+00,2.543622e-01
6037505,-5.361089e-03,7.463785e-01,-1.104737e+00,2.996556e-01
6041601,-6.972836e-03,7.423972e-01,-1.101306e+00,2.968955e-01
6045697,-6.368182e-03,7.017771e-01,-1.122140e+00,2.483839e-01
6049793,-5.834551e-03,7.489638e-01,-1.112832e+00,3.166353e-01
6053889,-6.495489e-03,7.548950e-01,-1.103316e+00,3.313880e-01
6057985,-5.219141e-03,8.067255e-01,-1.090165e+00,3.473352e-01
6062081,-7.585661e-03,7.706674e-01,-1.105051e+00,2.988712e-01
6066177,-5.203402e-03,7.568682e-01,-1.102790e+00,3.165796e-01
6070273,-6.418258e-03,7.082445e-01,-1.095065e+00,2.988057e-01
6074369,-6.725248e-03,7.907105e-01,-1.091601e+00,3.040494e-01
6078465,-5.716267e-03,7.629641e-01,-1.095450e+00,3.310527e-01
6082561,-6.988013e-03,7.854392e-01,-1.089859e+00,3.378134e-01
6086657,-4.535638e-03,7.796442e-01,-1.092577e+00,3.144443e-01
6090753,-6.340174e-03,7.499214e-01,-1.067018e+00,3.036867e-01
6094849,-5.992050e-03,7.895468e-01,-1.088766e+00,3.415450e-01
6098945,-5.962404e-03,6.889490e-01,-1.097968e+00,2.699795e-01
6103041,-5.922698e-03,7.714570e-01,-1.100744e+00,3.192896e-01
6107137,-8.485979e-03,6.661854e-01,-1.099635e+00,2.479026e-01
6111233,-6.523337e-03,7.325302e-01,-1.063603e+00,3.028378e-01
6115329,-5.085809e-03,7.386236e-01,-1.091068e+00,2.989966e-01
6119425,-7.482672e-03,7.451348e-01,-1.077929e+00,3.045171e-01
6123521,-6.748666e-03,6.926098e-01,-1.081355e+00,2.825397e-01
6127617,-6.556515e-03,7.380838e-01,-1.059789e+00,3.088782e-01
6131713,-6.768058e-03,7.255662e-01,-1.069329e+00,3.250723e-01
6135809,-7.265519e-03,7.293402e-01,-1.063740e+00,2.980083e-01
6139905,-7.066274e-03,7.357347e-01,-1.038501e+00,2.873564e-01
6144001,-4.396384e-03,7.651637e-01,-1.039335e+00,3.318726e-01
6148097,-5.178092e-03,7.498082e-01,-1.030992e+00,3.081880e-01
6152193,-6.558659e-03,7.709714e-01,-1.006062e+00,2.999870e-01
6156289,-6.955410e-03,7.897809e-01,-1.002230e+00,3.420171e-01
6160385,-5.966116e-03,7.809367e-01,-1.012911e+00,3.345445e-01
6164481,-5.467395e-03,7.812620e-01,-1.037394e+00,3.111198e-01
6168577,-6.767440e-03,7.949446e-01,-1.017057e+00,3.516037e-01
6172673,-5.848636e-03,7.752280e-01,-1.031065e+00,3.020017e-01
6176769,-6.771003e-03,7.328120e-01,-1.047771e+00,2.873559e-01
6180865,-5.711133e-03,7.655548e-01,-1.055193e+00,3.070416e-01
6184961,-6.906917e-03,7.863844e-01,-1.070209e+00,3.462404e-01
6189057,-7.190741e-03,7.456778e-01,-1.035688e+00,3.192134e-01
6193153,-6.393468e-03,7.910556e-01,-1.060893e+00,3.321460e-01
6197249,-5.467836e-03,7.482883e-01,-1.052238e+00,3.162622e-01
6201345,-7.626657e-03,7.497643e-01,-1.062086e+00,3.014165e-01
6205441,-6.792949e-03,7.528311e-01,-1.076868e+00,3.260946e-01
6209537,-6.896411e-03,7.330074e-01,-1.077740e+00,2.948193e-01
6213633,-6.225177e-03,7.217949e-01,-1.080845e+00,2.887753e-01
6217729,-6.265933e-03,7.322520e-01,-1.075931e+00,2.968560e-01
6221825,-4.955052e-03,7.463506e-01,-1.095584e+00,2.894844e-01
6225921,-7.218949e-03,7.491743e-01,-1.069455e+00,3.083366e-01
6230017,-6.802092e-03,7.398274e-01,-1.084272e+00,3.044289e-01
6234113,-6.094206e-03,7.509255e-01,-1.095628e+00,2.810231e-01
6238209,-5.096121e-03,7.184222e-01,-1.121172e+00,2.702746e-01
6242305,-5.980919e-03,7.299867e-01,-1.115393e+00,2.935120e-01
6246401,-5.643538e-03,6.962781e-01,-1.116200e+00,2.798046e-01
6250497,-5.931364e-03,7.067004e-01,-1.109929e+00,2.813109e-01
6254593,-7.374072e-03,7.346754e-01,-1.099090e+00,2.891937e-01
6258689,-5.484434e-03,6.975472e-01,-1.104442e+00,2.588390e-01
6262785,-8.463696e-03,7.246136e-01,-1.088886e+00,2.602260e-01
6266881,-6.718334e-03,7.223193e-01,-1.080699e+00,3.019983e-01
6270977,-6.996831e-03,7.661283e-01,-1.093319e+00,3.240520e-01
6275073,-4.909613e-03,7.583434e-01,-1.106322e+00,3.080241e-01
6279169,-6.375176e-03,6.982849e-01,-1.109716e+00,2.767576e-01
6283265,-5.954977e-03,7.551909e-01,-1.096234e+00,3.127237e-01
6287361,-6.645953e-03,7.190755e-01,-1.100531e+00,2.870689e-01
6291457,-7.098276e-03,7.637430e-01,-1.097528e+00,2.911352e-01
6295553,-6.747386e-03,7.310568e-01,-1.082818e+00,2.905594e-01
6299649,-6.223920e-03,7.544612e-01,-1.073974e+00,3.179966e-01
6303745,-6.623294e-03,7.449005e-01,-1.074155e+00,2.934023e-01
6307841,-6.500908e-03,7.329097e-01,-1.117729e+00,2.930591e-01
6311937,-6.323367e-03,7.119258e-01,-1.104448e+00,2.990101e-01
6316033,-6.244289e-03,7.061994e-01,-1.106709e+00,2.743840e-01
6320129,-7.996988e-03,6.845148e-01,-1.072484e+00,2.576420e-01
6324225,-6.475111e-03,7.601691e-01,-1.100946e+00,3.274596e-01
6328321,-6.576940e-03,7.717194e-01,-1.090519e+00,3.123841e-01
6332417,-6.514234e-03,6.995175e-01,-1.102852e+00,2.710122e-01
6336513,-7.630718e-03,7.452223e-01,-1.124581e+00,3.109459e-01
6340609,-7.120006e-03,7.099299e-01,-1.123877e+00,2.792469e-01
6344705,-5.990374e-03,7.320535e-01,-1.102916e+00,3.074001e-01
6348801,-6.121859e-03,7.161308e-01,-1.127841e+00,2.924206e-01
6352897,-6.344282e-03,7.260810e-01,-1.103410e+00,2.582573e-01
6356993,-6.055824e-03,7.072583e-01,-1.113972e+00,3.056153e-01
6361089,-8.582688e-03,7.132762e-01,-1.116191e+00,2.890933e-01
6365185,-7.175524e-03,7.345384e-01,-1.136259e+00,2.710343e-01
6369281,-7.484006e-03,7.522472e-01,-1.124364e+00,2.936741e-01
6373377,-6.650198e-03,7.555523e-01,-1.105168e+00,3.075870e-01
6377473,-6.632554e-03,7.385190e-01,-1.103331e+00,2.972452e-01
6381569,-6.484411e-03,7.467430e-01,-1.125691e+00,3.039479e-01
6385665,-6.332829e-03,7.697751e-01,-1.122893e+00,3.231285e-01
6389761,-6.937656e-03,7.029591e-01,-1.115108e+00,2.632444e-01
6393857,-6.292565e-03,7.397040e-01,-1.123084e+00,2.892117e-01
6397953,-5.995654e-03,7.512026e-01,-1.129158e+00,2.758780e-01
6402049,-7.228738e-03,7.328190e-01,-1.109501e+00,2.910258e-01
6406145,-6.615468e-03,7.183488e-01,-1.130108e+00,3.053083e-01
6410241,-6.948746e-03,7.327994e-01,-1.109561e+00,3.222941e-01
6414337,-5.915787e-03,7.192352e-01,-1.082694e+00,2.924309e-01
6418433,-6.858672e-03,7.058865e-01,-1.091241e+00,3.026715e-01
6422529,-5.631333e-03,6.958502e-01,-1.079109e+00,2.727426e-01
6426625,-6.796351e-03,7.525931e-01,-1.093162e+00,2.946915e-01
6430721,-7.025278e-03,6.986147e-01,-1.098725e+00,2.979720e-01
6434817,-7.669155e-03,7.292096e-01,-1.091591e+00,2.710689e-01
6438913,-6.189856e-03,6.932155e-01,-1.110358e+00,2.704726e-01
6443009,-7.188207e-03,7.626884e-01,-1.088297e+00,3.012362e-01
6447105,-6.498855e-03,6.926768e-01,-1.120361e+00,2.799444e-01
6451201,-6.887021e-03,7.032679e-01,-1.111839e+00,3.307172e-01
6455297,-7.564334e-03,6.838954e-01,-1.083881e+00,2.734619e-01
6459393,-7.154908e-03,7.085962e-01,-1.111556e+00,2.810441e-01
6463489,-6.574121e-03,7.418633e-01,-1.128792e+00,3.059135e-01
6467585,-5.927751e-03,6.817256e-01,-1.129853e+00,2.434761e-01
6471681,-5.865801e-03,7.257848e-01,-1.150791e+00,2.818683e-01
6475777,-5.791632e-03,7.038368e-01,-1.132144e+00,2.761507e-01
6479873,-5.920973e-03,6.953393e-01,-1.114682e+00,2.729671e-01
6483969,-5.946790e-03,6.696138e-01,-1.143785e+00,2.731980e-01
6488065,-7.172913e-03,6.580949e-01,-1.142443e+00,2.420331e-01
6492161,-5.616478e-03,6.734526e-01,-1.142560e+00,2.528232e-01
6496257,-7.323602e-03,6.680039e-01,-1.117701e+00,2.479455e-01
6500353,-6.746667e-03,6.733987e-01,-1.115608e+00,2.719540e-01
6504449,-6.275920e-03,6.339486e-01,-1.113426e+00,2.604976e-01
6508545,-5.833966e-03,6.814281e-01,-1.113584e+00,2.678827e-01
6512641,-6.945631e-03,6.658664e-01,-1.129232e+00,2.557927e-01
6516737,-5.470509e-03,6.329710e-01,-1.107447e+00,2.372189e-01
6520833,-6.240636e-03,6.831675e-01,-1.113160e+00,2.734123e-01
6524929,-5.823091e-03,7.256994e-01,-1.104749e+00,2.903955e-01
6529025,-6.355397e-03,6.929113e-01,-1.111189e+00,2.821100e-01
6533121,-6.360991e-03,6.983980e-01,-1.113966e+00,2.806661e-01
6537217,-7.339624e-03,7.129497e-01,-1.111735e+00,2.778729e-01
6541313,-6.710867e-03,7.507268e-01,-1.106521e+00,2.969645e-01
6545409,-5.571924e-03,7.497743e-01,-1.108592e+00,3.287681e-01
6549505,-8.055142e-03,7.217046e-01,-1.119430e+00,3.112738e-01
6553601,-7.805985e-03,6.761018e-01,-1.126987e+00,2.564448e-01
6557697,-7.007752e-03,7.083298e-01,-1.114570e+00,2.767262e-01
6561793,-7.577062e-03,6.593234e-01,-1.134045e+00,2.554909e-01
6565889,-6.845761e-03,6.762083e-01,-1.125422e+00,2.449934e-01
6569985,-6.082459e-03,6.921785e-01,-1.116483e+00,2.917588e-01
6574081,-6.085152e-03,6.914546e-01,-1.131761e+00,2.806696e-01
6578177,-6.067598e-03,6.928216e-01,-1.127468e+00,2.824942e-01
6582273,-7.512981e-03,7.041127e-01,-1.106533e+00,2.914172e-01
6586369,-7.924358e-03,6.447908e-01,-1.128811e+00,2.705199e-01
6590465,-7.369271e-03,6.755471e-01,-1.138725e+00,2.561735e-01
6594561,-5.882099e-03,6.535304e-01,-1.137789e+00,2.680768e-01
